TRAVEL_MODE,ORIGIN_SUBZONE,DESTINATION_SUBZONE,COUNT,TRIP_DISTANCE
PT,PGSZ04,GLSZ01,1,8.599010069805706
PT,JWSZ09,RVSZ05,1,15.902123626114294
PT,BDSZ04,BDSZ03,1,2.353398647735378
VH,BMSZ04,OTSZ03,1,1.9278935544172855
VH,TMSZ04,BDSZ04,1,2.300713819335355
PT,AMSZ09,AMSZ01,1,1.2075000973564398
PT,TMSZ04,BDSZ04,1,2.300713819335355
PT,BDSZ07,BDSZ04,1,2.830426449952091
PT,AMSZ02,SESZ06,1,3.5274829579787665
PT,NVSZ02,TMSZ02,1,12.726796719617527
PT,RCSZ10,PRSZ03,1,13.274872873534077
PT,QTSZ08,BKSZ05,1,7.063810457789163
PT,CHSZ02,HGSZ08,1,10.402816256461453
PT,HGSZ08,TPSZ06,1,3.317655581076565
VH,YSSZ04,YSSZ05,1,1.4036652366683415
PT,CLSZ06,SESZ02,1,17.873931382734582
PT,TMSZ02,CHSZ02,1,3.3449933964791545
WK,OTSZ03,DTSZ08,1,0.5933682078899496
PT,BMSZ01,NVSZ01,1,7.566836336203431
PT,SBSZ05,JESZ05,1,16.214967388765473
WK,SGSZ06,SGSZ06,1,0.0
VH,KLSZ08,HGSZ02,1,7.168763053129072
PT,PGSZ02,PGSZ05,1,1.695802786427982
VH,RCSZ10,PRSZ03,1,13.274872873534077
PT,YSSZ03,SBSZ04,1,4.717740707250353
WK,ORSZ02,ORSZ02,1,0.0
PT,GLSZ04,ORSZ02,1,5.758616797070354
PT,CKSZ03,YSSZ09,1,10.592362928045922
WK,BDSZ01,BDSZ01,1,0.0
PT,BMSZ04,PGSZ03,1,15.329442546966646
WK,DTSZ01,DTSZ02,1,0.8112413736091982
VH,BDSZ04,GLSZ02,1,5.659638278603995
WK,JWSZ02,JWSZ02,1,0.0
VH,AMSZ03,JESZ05,1,13.027354259550759
PT,TMSZ02,TMSZ03,1,1.8211342041293208
VH,YSSZ05,YSSZ04,1,1.4036652366683415
PT,GLSZ03,TMSZ02,1,6.673217167241603
WK,TPSZ02,TPSZ02,1,0.0
WK,PGSZ03,PGSZ02,1,0.8699452159826071
PT,PGSZ05,PGSZ02,1,1.695802786427982
PT,SGSZ03,KLSZ07,1,7.217689256146831
PT,KLSZ08,PGSZ02,1,11.295907870658041
PT,SBSZ03,MUSZ01,1,16.684516538082182
VH,MPSZ03,BDSZ04,1,4.4070958391624195
PT,HGSZ04,HGSZ01,1,0.7566664343295557
PT,BMSZ13,GLSZ03,1,11.389246054243774
PT,BDSZ03,BDSZ06,1,3.2398903564817414
PT,DTSZ08,BSSZ03,1,7.928432904461593
WK,PGSZ02,PGSZ03,1,0.8699452159826071
VH,AMSZ01,SESZ03,1,6.030898896125365
PT,TPSZ03,SRSZ01,1,5.650875249962959
PT,CLSZ01,CLSZ06,1,2.3137214955280214
PT,JWSZ02,RCSZ10,1,16.58344874854525
PT,PRSZ03,BDSZ05,1,7.0661720537196056
PT,BKSZ07,GLSZ03,1,16.376553450100367
PT,BDSZ03,WDSZ03,1,18.09292159936792
VH,NVSZ02,BDSZ06,1,11.31785586188237
WK,BKSZ07,BKSZ07,1,0.0
PT,QTSZ02,DTSZ08,1,6.8584316940942385
PT,GLSZ05,SESZ04,1,8.677098780927729
PT,SESZ05,DTSZ11,1,12.84300844556907
VH,KLSZ01,GLSZ04,1,2.563234876608385
WK,AMSZ02,AMSZ01,1,0.8098454795607932
PT,PGSZ04,GLSZ03,1,7.421862415388415
PT,SGSZ04,SGSZ04,1,0.0
PT,BSSZ03,TNSZ04,1,5.932431432246732
PT,TPSZ06,BMSZ17,1,8.310076269116433
PT,GLSZ04,DTSZ01,1,3.502717882200577
WK,DTSZ02,DTSZ02,1,0.0
PT,OTSZ03,QTSZ04,1,5.734340756585739
PT,BTSZ01,OTSZ03,1,10.284161393952976
PT,BDSZ06,BLSZ02,1,26.27411934551337
PT,NVSZ02,KLSZ06,1,1.9670648744696475
PT,KLSZ01,DTSZ08,1,5.054444609289711
PT,ORSZ03,RCSZ08,1,1.1951939815702364
PT,DTSZ11,BDSZ01,1,9.204216987527316
PT,WDSZ03,BKSZ04,1,10.935891248304463
VH,JWSZ02,CKSZ03,1,5.9498147748455255
PT,YSSZ01,WDSZ05,1,6.576922077057564
PT,WDSZ04,ORSZ03,1,15.131457878696056
PT,AMSZ03,AMSZ01,1,1.363824475326825
PT,BDSZ06,BDSZ03,1,3.2398903564817414
WK,ORSZ02,ORSZ02,1,0.0
PT,QTSZ05,QTSZ08,1,1.9041709380211382
PT,BDSZ05,MUSZ03,1,8.15634994682055
PT,KLSZ02,RVSZ01,1,5.276123074685391
PT,BSSZ01,SBSZ01,1,9.989598082152261
PT,TMSZ02,TMSZ02,1,0.0
VH,PRSZ05,TMSZ02,1,1.8444573221520455
PT,SESZ02,SESZ04,1,1.914283801890594
VH,BPSZ03,BPSZ05,1,1.1253728669166327
VH,OTSZ03,BDSZ04,1,11.697349354766779
PT,YSSZ09,CHSZ02,1,17.76162836119427
VH,BDSZ04,TMSZ02,1,3.1599829379376176
PT,DTSZ01,BMSZ11,1,3.9377051292345433
PT,BMSZ13,DTSZ10,1,3.874623566219176
VH,TPSZ03,AMSZ03,1,2.7227174990409604
PT,SGSZ04,SGSZ06,1,1.2504688104488453
PT,HGSZ02,BSSZ01,1,7.4496670702867185
VH,ORSZ02,ORSZ02,1,0.0
PT,BDSZ05,TMSZ04,1,4.713978723286054
VH,KLSZ01,TPSZ11,1,1.7955692744684348
VH,JWSZ03,WCSZ01,1,4.998520485381283
VH,TMSZ02,TMSZ03,1,1.8211342041293208
PT,YSSZ09,AMSZ01,1,6.723825276326214
WK,QTSZ05,QTSZ05,1,0.0
WK,ORSZ02,ORSZ03,1,0.8534670569351773
PT,QTSZ09,SESZ03,1,16.096406199528996
PT,BPSZ07,TPSZ02,1,7.924588653834165
WK,YSSZ01,YSSZ02,1,1.2670184364300072
PT,HGSZ06,HGSZ05,1,2.0181787503117468
PT,TMSZ02,RCSZ10,1,12.504277004594108
PT,OTSZ03,BMSZ12,1,3.9137665802028723
PT,AMSZ08,SBSZ03,1,6.72711712310467
VH,BTSZ03,PGSZ04,1,16.046945684286747
WK,DTSZ02,RCSZ05,1,1.3115614551907029
PT,NTSZ03,PGSZ05,1,13.080180370058734
PT,BDSZ03,HGSZ06,1,5.74849203762351
PT,BMSZ17,WDSZ03,1,19.94452303719967
PT,BPSZ06,WCSZ01,1,9.27682551322902
PT,NTSZ03,TNSZ02,1,2.338629182958173
PT,PRSZ06,BDSZ06,1,6.830880702307267
VH,HGSZ07,HGSZ08,1,1.4564913024819
PT,BMSZ04,OTSZ01,1,1.4106147507172315
VH,NVSZ02,TMSZ02,1,12.726796719617527
PT,GLSZ04,DTSZ02,1,4.173340799230519
VH,KLSZ01,BSSZ03,1,3.2249400583604353
VH,SLSZ01,PGSZ03,1,3.5609174882140366
PT,BMSZ05,CKSZ05,1,15.90249487698967
PT,JWSZ04,QTSZ08,1,8.753793101044835
VH,PGSZ02,SESZ03,1,1.986152873619633
VH,BTSZ07,BTSZ04,1,1.7367417897122053
PT,WDSZ03,SGSZ02,1,10.168934656544748
PT,NTSZ03,YSSZ03,1,12.964430887051197
PT,HGSZ07,QTSZ11,1,13.973973321132538
PT,KLSZ03,PRSZ05,1,11.393064565201914
PT,JESZ02,BMSZ17,1,13.723612241445476
PT,BDSZ01,RCSZ09,1,7.477315615247277
PT,NVSZ02,KLSZ03,1,3.2915002082718576
PT,BMSZ04,CKSZ06,1,15.657607983345784
PT,KLSZ02,CHSZ02,1,13.046444678110175
PT,TPSZ04,TPSZ02,1,0.8358827334321068
VH,PGSZ04,AMSZ01,1,7.568895374585283
PT,BSSZ03,BSSZ02,1,1.034011091901759
PT,BDSZ05,BDSZ04,1,2.45621100070819
WK,BPSZ02,BPSZ05,1,1.1435975036682837
VH,BDSZ02,BDSZ02,1,0.0
PT,TMSZ02,TMSZ04,1,1.5608180588962757
PT,CHSZ03,BMSZ08,1,20.958239951437097
PT,BKSZ04,JWSZ09,1,5.9966123375675515
PT,CKSZ02,BPSZ05,1,2.1993511415909817
PT,HGSZ07,SESZ02,1,3.9877267555770275
VH,CKSZ05,BPSZ04,1,3.520038284776106
WK,BKSZ05,BKSZ05,1,0.0
PT,SESZ04,SESZ02,1,1.914283801890594
VH,MUSZ01,JWSZ04,1,14.341375638721516
PT,BDSZ03,GLSZ02,1,3.392513564310625
WK,DTSZ05,DTSZ08,1,0.6129048720467968
WK,HGSZ02,HGSZ06,1,2.086499826792444
WK,JWSZ02,JWSZ02,1,0.0
PT,HGSZ02,NVSZ03,1,8.81879515337092
PT,HGSZ03,YSSZ09,1,9.569118636813178
PT,DTSZ02,CLSZ05,1,11.220234416018338
PT,JWSZ04,BMSZ01,1,12.613041824954735
PT,PLSZ04,TPSZ12,1,2.363468354949041
PT,AMSZ01,AMSZ03,1,1.363824475326825
VH,AMSZ04,BSSZ01,1,1.9924536063797271
PT,BDSZ03,QTSZ12,1,14.372801652016264
WK,HGSZ04,HGSZ04,1,0.0
WK,DTSZ01,DTSZ01,1,0.0
PT,BMSZ01,PGSZ04,1,17.726237867190797
WK,KLSZ01,KLSZ01,1,0.0
PT,BDSZ04,OTSZ03,1,11.697349354766779
PT,TMSZ05,BDSZ04,1,3.6785665957272142
VH,WDSZ02,PGSZ04,1,14.224882860241186
PT,CHSZ03,BKSZ03,1,28.78326092449299
PT,YSSZ02,BSSZ01,1,8.965771942695529
PT,GLSZ03,BMSZ06,1,9.44338844590905
PT,TPSZ05,BSSZ02,1,2.0222166307092877
VH,SGSZ04,AMSZ03,1,1.2356205929987218
WK,JESZ01,JESZ01,1,0.0
VH,TMSZ02,TMSZ03,1,1.8211342041293208
VH,MPSZ03,MPSZ03,1,0.0
VH,JWSZ03,JESZ03,1,3.1067249608516656
WK,HGSZ06,SGSZ06,1,1.628829512348083
PT,BKSZ07,BTSZ01,1,2.606142587234807
PT,ORSZ02,JWSZ08,1,15.914319753011856
VH,HGSZ05,HGSZ04,1,0.9713078128166454
PT,BMSZ10,MUSZ03,1,2.432122047521878
VH,WDSZ03,YSSZ03,1,5.181937664282708
PT,TMSZ02,BDSZ04,1,3.1599829379376176
PT,YSSZ05,SKSZ04,1,10.896997669951515
PT,TMSZ01,PGSZ04,1,4.422063877996945
WK,DTSZ08,DTSZ05,1,0.6129048720467968
VH,WCSZ01,QTSZ08,1,14.628370285264664
PT,WDSZ05,BMSZ05,1,17.76014031935608
PT,SGSZ06,ORSZ03,1,6.690321689703724
PT,CLSZ07,CLSZ07,1,0.0
PT,AMSZ01,AMSZ12,1,1.3967183931881388
PT,JWSZ03,BMSZ08,1,13.257826466077022
PT,PGSZ04,YSSZ01,1,8.920932839884006
WK,SESZ06,SESZ06,1,0.0
PT,BPSZ05,DTSZ11,1,14.699280581053403
VH,WDSZ04,WDSZ02,1,1.1835083864709004
PT,SKSZ03,BKSZ09,1,6.576477513582783
PT,SGSZ04,TPSZ11,1,3.3686332191001673
VH,TMSZ02,TMSZ02,1,0.0
PT,SESZ05,JESZ06,1,17.063797690482534
PT,SKSZ03,TMSZ01,1,19.932722818655527
PT,JESZ05,CKSZ03,1,5.797495543303256
PT,YSSZ09,SBSZ07,1,3.7846838130132023
WK,YSSZ01,YSSZ01,1,0.0
PT,HGSZ04,PGSZ03,1,3.468284453692088
PT,HGSZ04,AMSZ10,1,4.599438344565637
PT,AMSZ03,RCSZ10,1,7.189387052247098
PT,RCSZ02,GLSZ05,1,5.05203165358659
WK,CLSZ06,CLSZ06,1,0.0
PT,DTSZ09,KLSZ06,1,4.15533675661154
VH,MPSZ02,YSSZ09,1,15.893197663278261
WK,BKSZ07,BKSZ05,1,1.7258909416032453
VH,DTSZ03,KLSZ05,1,2.0454217248159847
PT,QTSZ04,QTSZ10,1,1.9294285269824714
VH,BSSZ03,AMSZ09,1,3.782368191238053
VH,JWSZ08,YSSZ09,1,17.93564614351108
PT,BMSZ16,BMSZ01,1,2.618652417920164
PT,GLSZ02,KLSZ01,1,2.657954423603602
VH,TMSZ02,BDSZ04,1,3.1599829379376176
PT,TMSZ02,TMSZ03,1,1.8211342041293208
VH,CHSZ03,WDSZ03,1,24.474051696288676
PT,DTSZ02,BTSZ03,1,8.622342478453431
PT,KLSZ07,DTSZ01,1,1.7394853298754849
WK,JWSZ04,JWSZ03,1,1.7107282695398258
PT,AMSZ08,BSSZ03,1,4.942727907791809
WK,CLSZ04,CLSZ05,1,1.332558670908388
PT,BPSZ03,ORSZ02,1,11.162018247306616
PT,DTSZ08,JWSZ03,1,16.265849147356636
VH,SBSZ03,WDSZ03,1,1.8504157042501537
WK,ORSZ02,ORSZ02,1,0.0
VH,HGSZ07,AMSZ09,1,5.844341790205053
WK,KLSZ01,KLSZ01,1,0.0
VH,BTSZ01,CKSZ01,1,5.201199803389543
PT,KLSZ09,PGSZ05,1,12.525138305142937
WK,PGSZ04,PGSZ03,1,1.813530848549925
VH,HGSZ06,PGSZ02,1,5.628905898024225
WK,CLSZ08,CLSZ08,1,0.0
PT,GLSZ04,GLSZ05,1,1.665730792673618
PT,QTSZ11,SGSZ06,1,12.183856278019633
PT,BMSZ17,SESZ03,1,15.58900183963848
PT,BDSZ06,TMSZ04,1,2.3820541097862336
PT,TPSZ04,ORSZ02,1,4.0278881839693295
PT,JWSZ09,GLSZ01,1,19.409626117853996
PT,QTSZ08,MPSZ03,1,12.960943887980356
PT,JWSZ09,JWSZ09,1,0.0
PT,AMSZ01,AMSZ01,1,0.0
PT,DTSZ05,NVSZ02,1,3.8804120572691936
PT,TMSZ02,TMSZ03,1,1.8211342041293208
PT,BDSZ01,SGSZ04,1,5.644819317676335
PT,SESZ03,PGSZ04,1,1.5480541741474918
PT,SISZ01,BMSZ01,1,2.7638494085819123
VH,DTSZ01,HGSZ06,1,7.6036249301100725
PT,BPSZ04,BPSZ07,1,2.657887128381221
PT,BSSZ02,ORSZ02,1,5.616671589004334
VH,ORSZ02,MUSZ01,1,1.578329271639839
PT,TMSZ04,BDSZ06,1,2.3820541097862336
PT,CLSZ04,QTSZ05,1,5.135637327661878
WK,WDSZ03,WDSZ03,1,0.0
PT,SISZ01,BMSZ01,1,2.7638494085819123
PT,OTSZ04,BDSZ04,1,11.153061949964261
PT,BDSZ04,TMSZ02,1,3.1599829379376176
PT,YSSZ07,WDSZ05,1,4.685531898681379
PT,BDSZ04,BDSZ06,1,1.3781452505148277
PT,BTSZ01,YSSZ09,1,12.296448234369434
PT,BSSZ01,DTSZ08,1,8.978277793837487
WK,JESZ03,JESZ03,1,0.0
WK,TMSZ03,TMSZ03,1,0.0
PT,BSSZ03,KLSZ01,1,3.2249400583604353
PT,TMSZ02,TMSZ04,1,1.5608180588962757
VH,BDSZ04,BDSZ04,1,0.0
WK,BKSZ04,BKSZ04,1,0.0
PT,KLSZ01,TPSZ03,1,2.452561666995805
PT,PGSZ04,HGSZ06,1,4.904126959456134
WK,HGSZ04,HGSZ04,1,0.0
VH,BSSZ02,BSSZ02,1,0.0
PT,JWSZ03,QTSZ08,1,9.673962239984842
PT,TNSZ04,DTSZ02,1,5.10514311177148
PT,BKSZ07,ORSZ02,1,10.28974087368996
PT,QTSZ12,TMSZ04,1,18.979663033673546
PT,SBSZ01,SESZ05,1,9.529455731785909
PT,BKSZ05,JESZ05,1,3.4432452306580053
WK,YSSZ09,YSSZ03,1,1.7688742052165112
PT,TSSZ06,SBSZ03,1,30.18925614650171
PT,TMSZ05,BDSZ02,1,4.902586233981663
WK,BMSZ01,BMSZ01,1,0.0
VH,GLSZ05,GLSZ04,1,1.665730792673618
PT,SESZ03,BSSZ02,1,7.182795908681114
PT,WDSZ03,TSSZ03,1,21.039847328187854
PT,GLSZ04,SESZ05,1,7.8661665834002354
PT,WDSZ02,WDSZ06,1,1.786133057081358
VH,WDSZ02,YSSZ09,1,4.494710631795676
PT,AMSZ01,HGSZ01,1,4.97583748600457
WK,SESZ05,SESZ05,1,0.0
PT,KLSZ03,GLSZ05,1,2.904422047168715
PT,SESZ03,SESZ03,1,0.0
WK,BPSZ03,BPSZ02,1,0.5664853816710722
WK,TMSZ02,TMSZ02,1,0.0
VH,SGSZ06,SGSZ04,1,1.2504688104488453
PT,DTSZ11,YSSZ03,1,16.93948343031589
PT,WDSZ03,WDSZ01,1,1.9549224562619225
PT,BMSZ12,DTSZ11,1,4.93030026481685
PT,BPSZ05,ORSZ03,1,11.600320924921256
PT,TMSZ03,PLSZ03,1,3.8531264499984608
PT,TPSZ09,SGSZ06,1,2.204579948905714
PT,ORSZ02,KLSZ03,1,4.541487709652433
PT,GLSZ02,OTSZ03,1,7.00509234830924
PT,CLSZ04,AMSZ07,1,9.488612356419946
PT,TNSZ02,DTSZ09,1,3.431624609606237
PT,MSSZ01,BPSZ04,1,14.779368305563489
PT,DTSZ11,AMSZ09,1,11.823129524767312
PT,YSSZ09,TNSZ04,1,13.114758186341131
VH,OTSZ03,SGSZ04,1,9.551140020285157
PT,BPSZ05,JESZ05,1,5.434841826483245
PT,TMSZ04,OTSZ03,1,13.997755362790137
VH,TMSZ01,GLSZ04,1,8.436408384775138
PT,BDSZ06,BDSZ04,1,1.3781452505148277
VH,JESZ05,SBSZ01,1,16.096847063070182
PT,TPSZ01,ORSZ02,1,3.9764216624837263
PT,SESZ04,RCSZ01,1,10.338669238213022
VH,CKSZ03,CKSZ01,1,0.8899078021080913
PT,TPSZ02,CKSZ05,1,12.896090990080097
PT,PRSZ02,DTSZ03,1,13.182971670744188
WK,KLSZ01,KLSZ01,1,0.0
WK,BKSZ06,BKSZ06,1,0.0
WK,NVSZ01,NVSZ02,1,1.267584011192419
PT,JWSZ03,QTSZ13,1,9.620790170164941
VH,GLSZ05,BMSZ01,1,10.840221384681632
PT,BSSZ01,ORSZ03,1,6.333117926494728
WK,KLSZ01,KLSZ08,1,0.9892555638969216
WK,BDSZ02,BDSZ01,1,1.9291533799147353
PT,QTSZ11,AMSZ01,1,11.566261607196632
WK,JWSZ09,JWSZ09,1,0.0
PT,JWSZ09,JWSZ09,1,0.0
PT,MPSZ03,GLSZ03,1,3.2209837584109384
VH,GLSZ03,TMSZ02,1,6.673217167241603
PT,YSSZ01,RCSZ02,1,13.45860199238026
WK,DTSZ02,DTSZ02,1,0.0
PT,TMSZ02,DTSZ08,1,14.16091343269169
VH,TMSZ05,CLSZ03,1,23.60761849228314
WK,ORSZ02,ORSZ02,1,0.0
PT,TMSZ04,TMSZ02,1,1.5608180588962757
PT,BMSZ13,QTSZ14,1,1.5886216462218725
VH,YSSZ02,YSSZ02,1,0.0
VH,GLSZ04,BDSZ03,1,3.7432437975351087
WK,SGSZ06,SGSZ06,1,0.0
PT,AMSZ01,SESZ02,1,6.6768756890591465
PT,WDSZ06,GLSZ05,1,19.12156329462713
PT,GLSZ05,TPSZ06,1,4.938649673584462
PT,BMSZ10,BMSZ02,1,1.437973710070869
VH,GLSZ03,GLSZ05,1,1.4227448334206714
PT,WDSZ04,WDSZ01,1,1.4487914875070382
WK,BMSZ05,OTSZ03,1,1.0064294142100676
PT,PRSZ08,NVSZ02,1,14.489607943079454
PT,MUSZ03,JWSZ04,1,14.876555788859928
WK,BDSZ04,BDSZ03,1,2.353398647735378
PT,WCSZ01,CLSZ08,1,12.035861949460505
PT,BDSZ01,BDSZ02,1,1.9291533799147353
PT,WDSZ02,HGSZ06,1,13.093424315880567
VH,NVSZ02,KLSZ08,1,2.5500456302490604
PT,SESZ03,SESZ04,1,0.9952512670910597
PT,KLSZ05,YSSZ09,1,15.35039577717776
PT,BMSZ17,YSSZ09,1,18.4510846459588
VH,QTSZ13,DTSZ11,1,8.131267997067525
PT,KLSZ06,SGSZ06,1,4.7797249941233115
PT,DTSZ02,BMSZ09,1,2.544450002466052
PT,BDSZ03,BDSZ04,1,2.353398647735378
PT,CKSZ02,DTSZ02,1,15.03318122238529
PT,YSSZ01,YSSZ04,1,0.916928626122495
PT,SBSZ03,YSSZ01,1,3.1103199668128694
PT,AMSZ09,AMSZ09,1,0.0
PT,BSSZ02,DTSZ01,1,6.263198709452091
PT,QTSZ02,DTSZ05,1,6.823021454865297
PT,ORSZ02,PRSZ05,1,15.768963448778594
PT,HGSZ03,HGSZ06,1,2.378687695701491
VH,CHSZ03,BDSZ01,1,10.248710691630993
PT,DTSZ11,AMSZ09,1,11.823129524767312
VH,KLSZ01,CHSZ03,1,15.718149589742476
WK,WDSZ03,WDSZ03,1,0.0
PT,HGSZ05,HGSZ05,1,0.0
PT,MUSZ03,AMSZ05,1,8.069185952019145
PT,JWSZ03,JESZ05,1,3.042266158318978
PT,SBSZ04,GLSZ02,1,16.35406951973074
VH,HGSZ06,SESZ02,1,3.852923087151795
PT,DTSZ09,PRSZ08,1,16.28822748704173
PT,TMSZ02,SRSZ01,1,14.503743462065598
PT,TPSZ02,TPSZ03,1,0.965516492332505
PT,AMSZ06,AMSZ06,1,0.0
WK,BPSZ01,BPSZ01,1,0.0
PT,TMSZ02,BMSZ05,1,15.394614815345465
PT,BSSZ01,YSSZ09,1,8.170977815592874
PT,BTSZ01,KLSZ07,1,9.157718148267811
