ORIGIN_SUBZONE,DESTINATION_SUBZONE,COUNT,TRIP_DISTANCE
AMSZ01,QTSZ10,1,10.705399579777
AMSZ01,QTSZ11,2,11.566261607196632
AMSZ01,RCSZ01,1,7.09732461021056
AMSZ01,RCSZ03,1,7.538337868942556
AMSZ01,SBSZ01,2,8.484038622808013
AMSZ01,SBSZ03,5,8.798185881569493
AMSZ01,SBSZ04,1,9.983781859746369
AMSZ01,SBSZ05,1,9.28209857386986
AMSZ01,SESZ02,3,6.6768756890591465
AMSZ01,SESZ03,4,6.030898896125365
AMSZ01,SESZ04,9,5.292373483128956
AMSZ01,SESZ05,1,4.98386417376169
AMSZ01,SESZ06,5,4.135723879499389
AMSZ01,SGSZ01,2,2.4775142991830243
AMSZ01,SGSZ02,1,2.007914146707585
AMSZ01,SGSZ03,6,2.9590315422211915
AMSZ01,SGSZ04,13,2.472488583151166
AMSZ01,SGSZ05,1,3.2600192732311206
AMSZ01,SGSZ06,3,3.5002927418764003
AMSZ01,SGSZ07,1,4.448112891397666
AMSZ01,SRSZ01,1,9.125028166335486
AMSZ01,SRSZ02,1,9.251437287316284
AMSZ01,TMSZ04,7,12.438617251098414
AMSZ01,TPSZ01,1,3.694647867426069
AMSZ01,TPSZ02,2,4.463039102140407
AMSZ01,TPSZ03,1,3.597216694303244
AMSZ01,TPSZ04,1,4.22685805297077
AMSZ01,TPSZ06,6,4.210093513075454
AMSZ01,TPSZ07,1,4.732112579259929
AMSZ01,TPSZ10,1,4.709905333666735
AMSZ01,WDSZ02,7,9.66727320730234
AMSZ01,WDSZ03,4,9.103664106328614
AMSZ01,WDSZ05,1,9.851888062274092
AMSZ01,WDSZ06,1,10.692081061874555
AMSZ01,YSSZ02,2,7.329540839041347
AMSZ01,YSSZ04,3,5.178077258460335
AMSZ01,YSSZ05,1,4.03563902202246
AMSZ01,YSSZ08,1,5.419340972745316
AMSZ01,YSSZ09,10,6.723825276326214
AMSZ02,AMSZ01,8,0.8098454795607932
AMSZ02,AMSZ02,7,0.0
AMSZ02,AMSZ05,1,1.823303920901637
AMSZ02,AMSZ06,1,1.6123657420265183
AMSZ02,AMSZ10,3,1.67317613251079
AMSZ02,AMSZ11,1,2.4681966670578097
AMSZ02,AMSZ12,1,1.1985331203453928
AMSZ02,BDSZ01,2,7.420803378017271
AMSZ02,BDSZ03,1,8.668399575243235
AMSZ02,BDSZ04,1,10.249391539235045
AMSZ02,BKSZ07,1,11.849236349759558
AMSZ02,BMSZ01,2,12.41116689175491
AMSZ02,BMSZ08,1,10.163807637792713
AMSZ02,BMSZ12,3,11.2640451055297
AMSZ02,BMSZ15,1,11.452272868263288
AMSZ02,BMSZ17,1,12.097138076795554
AMSZ02,BSSZ01,5,2.9462929613040005
AMSZ02,BSSZ02,1,2.2831075884897496
AMSZ02,BSSZ03,1,2.548196869697493
AMSZ02,CHSZ02,1,13.773416817235107
AMSZ02,CKSZ06,1,12.20335482909762
AMSZ02,CLSZ04,1,11.437002760388854
AMSZ02,CLSZ09,2,13.200234692753774
AMSZ02,DTSZ01,1,8.183338227434751
AMSZ02,DTSZ02,1,8.927216161077165
AMSZ02,DTSZ03,5,9.013382845063973
AMSZ02,DTSZ05,6,9.90172635785792
AMSZ02,DTSZ08,2,10.476515815458693
AMSZ02,DTSZ09,2,10.805696849153358
AMSZ02,DTSZ10,1,11.06948861481539
AMSZ02,DTSZ11,2,10.792095553669073
AMSZ02,GLSZ03,4,6.7284817099504375
AMSZ02,GLSZ04,1,7.2601232173305
AMSZ02,HGSZ04,1,3.5345657842940814
AMSZ02,HGSZ05,1,3.1752255161933487
AMSZ02,HGSZ06,1,3.149601972921236
AMSZ02,HGSZ08,1,4.924068601457704
AMSZ02,JESZ03,1,12.626997652460496
AMSZ02,KLSZ06,2,6.905065669497024
AMSZ02,KLSZ07,1,6.574889365519548
AMSZ02,KLSZ08,2,6.641887494850517
AMSZ02,KLSZ09,1,8.073692981746357
AMSZ02,MDSZ02,1,7.550609106816495
AMSZ02,MDSZ03,1,6.801491607624964
AMSZ02,MPSZ03,1,9.785863422051808
AMSZ02,NTSZ03,1,7.012425955216537
AMSZ02,NVSZ02,4,6.250526401239765
AMSZ02,NVSZ05,1,5.148665728650164
AMSZ02,ORSZ02,2,7.86112034343722
AMSZ02,ORSZ03,3,8.1388817910291
AMSZ02,OTSZ03,4,10.377469699866097
AMSZ02,PGSZ02,1,6.649826978922755
AMSZ02,PGSZ04,1,6.809552324397241
AMSZ02,QTSZ08,1,10.84829654193081
AMSZ02,QTSZ11,1,12.123108971221452
AMSZ02,QTSZ13,2,12.621568373000013
AMSZ02,RCSZ10,1,8.123840440496512
AMSZ02,SBSZ01,1,8.689465446346988
AMSZ02,SBSZ03,2,9.131979995441505
AMSZ02,SBSZ09,1,10.367410132891612
AMSZ02,SESZ03,1,5.281335007492916
AMSZ02,SESZ06,1,3.5274829579787665
AMSZ02,SGSZ02,1,1.20768393945689
AMSZ02,SGSZ03,2,2.151770995815875
AMSZ02,SGSZ04,3,1.7836922077669188
AMSZ02,SGSZ06,3,2.9297530962382865
AMSZ02,SGSZ07,1,3.868119506902216
AMSZ02,SISZ01,1,13.943182755375627
AMSZ02,TMSZ02,1,10.987506336027439
AMSZ02,TMSZ04,1,11.663289686028548
AMSZ02,TMSZ05,2,13.666552359191554
AMSZ02,TPSZ02,1,4.546288431833153
AMSZ02,TPSZ03,1,3.612602781272022
AMSZ02,TPSZ04,2,4.165510198642555
AMSZ02,TPSZ05,1,3.5557055444055927
AMSZ02,TPSZ06,2,4.025979616026295
AMSZ02,TPSZ07,1,4.567744096307257
AMSZ02,TPSZ12,1,5.096680597559906
AMSZ02,WCSZ01,1,18.30124076042486
AMSZ02,WDSZ01,1,10.651585615286718
AMSZ02,WDSZ03,3,9.576336395394701
AMSZ02,WDSZ07,1,11.313145250051631
AMSZ02,YSSZ02,1,7.486833343914004
AMSZ02,YSSZ03,1,6.193041958186695
AMSZ02,YSSZ07,1,5.8486869938526596
AMSZ02,YSSZ08,1,5.775459635647609
AMSZ02,YSSZ09,4,6.984940419931736
AMSZ03,AMSZ01,15,1.363824475326825
AMSZ03,AMSZ02,1,0.955376274115962
AMSZ03,AMSZ03,4,0.0
AMSZ03,AMSZ06,1,2.055793678192612
AMSZ03,AMSZ07,1,3.000451146566747
AMSZ03,AMSZ10,1,2.5885728524360103
AMSZ03,AMSZ12,2,2.1503028219367972
AMSZ03,BKSZ03,1,12.64556541962061
AMSZ03,BKSZ07,1,11.837939876439162
AMSZ03,BKSZ09,1,11.144619164873472
AMSZ03,BMSZ01,1,11.60904824136948
AMSZ03,BMSZ11,1,10.057038099668027
AMSZ03,BSSZ01,6,2.6995044229110725
AMSZ03,BSSZ02,2,1.6259402951282806
AMSZ03,BSSZ03,6,1.6323305680531304
AMSZ03,CHSZ03,1,16.26896451478921
AMSZ03,CKSZ03,1,12.22626711295956
AMSZ03,CKSZ04,1,13.115900030548351
AMSZ03,DTSZ01,1,7.241025646710191
AMSZ03,DTSZ02,1,7.991785056361302
AMSZ03,DTSZ05,2,8.971028556034033
AMSZ03,DTSZ08,2,9.550606272599172
AMSZ03,DTSZ09,1,9.887262531768705
AMSZ03,DTSZ11,3,9.857422633944804
AMSZ03,DTSZ12,1,9.00472241383653
AMSZ03,GLSZ02,1,5.255771468131378
AMSZ03,GLSZ03,4,5.9620289931473565
AMSZ03,GLSZ05,1,7.086575287243579
AMSZ03,HGSZ02,1,4.769552736968921
AMSZ03,HGSZ05,2,3.4190774691386325
AMSZ03,HGSZ06,1,2.7868183532698327
AMSZ03,JESZ05,2,13.027354259550759
AMSZ03,JWSZ06,1,17.909248668290385
AMSZ03,JWSZ09,1,17.279288146895652
AMSZ03,KLSZ05,1,7.429773151395787
AMSZ03,KLSZ07,3,5.653058103290977
AMSZ03,MPSZ02,1,8.191801854441144
AMSZ03,MUSZ03,1,7.594568631484176
AMSZ03,NVSZ01,1,4.338911449753773
AMSZ03,NVSZ02,2,5.376582019102376
AMSZ03,NVSZ03,2,5.171321845007197
AMSZ03,ORSZ02,1,7.033169168053616
AMSZ03,OTSZ03,4,9.467022798964816
AMSZ03,PGSZ01,1,8.099516580212416
AMSZ03,PLSZ01,1,7.8606491888589956
AMSZ03,QTSZ09,1,10.522409111743627
AMSZ03,QTSZ11,3,11.611604476732683
AMSZ03,QTSZ13,1,12.04454253712743
AMSZ03,QTSZ14,1,11.7866890994609
AMSZ03,RCSZ10,1,7.189387052247098
AMSZ03,SBSZ01,1,9.63941224124598
AMSZ03,SBSZ04,1,11.227057823466566
AMSZ03,SBSZ08,1,12.499089265041844
AMSZ03,SESZ04,1,5.016480979256313
AMSZ03,SESZ06,1,4.145684611163374
AMSZ03,SGSZ02,4,1.547212112935673
AMSZ03,SGSZ04,3,1.2356205929987218
AMSZ03,SGSZ06,1,2.139904561605652
AMSZ03,TMSZ02,1,10.681090948023202
AMSZ03,TMSZ03,1,9.09632852997546
AMSZ03,TMSZ04,1,11.243256280413037
AMSZ03,TMSZ05,2,13.197935601005994
AMSZ03,TPSZ02,1,3.676869868485098
AMSZ03,TPSZ03,1,2.7227174990409604
AMSZ03,TPSZ06,1,3.072644819808978
AMSZ03,TPSZ08,1,2.942769249483843
AMSZ03,WDSZ01,1,11.437218983663904
AMSZ03,WDSZ02,1,11.023090650641048
AMSZ04,AMSZ01,3,0.844896845964263
AMSZ04,AMSZ02,1,1.029941384616055
AMSZ04,AMSZ03,2,0.8073031498760181
AMSZ04,AMSZ04,1,0.0
AMSZ04,AMSZ10,3,2.262068944931949
AMSZ04,BMSZ07,1,9.675614061964977
AMSZ04,BMSZ12,1,10.253699255748272
AMSZ04,BMSZ13,1,10.80041720432829
AMSZ04,BMSZ17,1,11.200359529269159
AMSZ04,BSSZ01,9,1.9924536063797271
AMSZ04,BSSZ02,1,1.2856971269799196
AMSZ04,BSSZ03,1,1.7991692115367897
AMSZ04,BTSZ01,1,9.078956554347531
AMSZ04,CHSZ03,2,17.075815840082832
AMSZ04,CLSZ01,1,10.901774108909121
AMSZ04,DTSZ02,4,8.12499217051449
AMSZ04,DTSZ03,2,8.26838607555077
AMSZ04,DTSZ05,3,9.081741127966499
AMSZ04,DTSZ08,1,9.642031949318765
AMSZ04,DTSZ11,1,9.981746226910644
AMSZ04,GLSZ01,1,5.361979794937816
AMSZ04,GLSZ03,1,6.662885061280948
AMSZ04,HGSZ04,2,4.257527738122913
AMSZ04,HGSZ06,2,3.591150927739269
AMSZ04,HGSZ07,1,4.3437811561717
AMSZ04,HGSZ08,2,4.969923355443957
AMSZ04,HGSZ09,1,5.474021132799728
AMSZ04,JESZ06,1,11.972761444245807
AMSZ04,JWSZ09,1,16.511419078567805
AMSZ04,KLSZ06,1,6.17883994194032
AMSZ04,KLSZ08,1,6.007154674342533
AMSZ04,MPSZ01,1,8.53124847230952
AMSZ04,MUSZ03,1,7.685017157552524
AMSZ04,NTSZ03,1,6.078936497651791
AMSZ04,NVSZ02,2,5.342215352529198
AMSZ04,ORSZ03,1,7.222396452972993
AMSZ04,PLSZ04,1,5.652698628455041
AMSZ04,QTSZ08,5,9.819752473170258
AMSZ04,QTSZ11,1,11.103834299636645
AMSZ04,QTSZ15,1,12.765795217266673
AMSZ04,RCSZ10,2,7.3217674115071745
AMSZ04,RVSZ05,1,8.025701691888203
AMSZ04,SBSZ03,1,9.63376792959563
AMSZ04,SBSZ04,1,10.82174262950543
AMSZ04,SBSZ09,1,10.806198484765382
AMSZ04,SGSZ03,1,2.9453669534287608
AMSZ04,SGSZ04,2,2.04288300841357
AMSZ04,SGSZ06,5,2.8672758218120213
AMSZ04,TMSZ03,2,9.902951170656731
AMSZ04,TMSZ04,1,12.047855450995218
AMSZ04,TNSZ01,1,6.322268746677554
AMSZ04,TPSZ01,1,2.923519336022766
AMSZ04,TPSZ02,1,3.648071470500757
AMSZ04,TPSZ04,1,3.3836078390257134
AMSZ04,TPSZ06,1,3.3701106617131877
AMSZ04,WDSZ02,1,10.428076164651843
AMSZ04,WDSZ04,1,9.365859527376783
AMSZ04,WDSZ07,1,11.532511524348967
AMSZ04,YSSZ09,1,7.567992526231734
AMSZ05,AMSZ01,4,1.076953446773142
AMSZ05,AMSZ02,1,1.823303920901637
AMSZ05,AMSZ06,1,0.6257571726353811
AMSZ05,AMSZ10,1,2.1457470868701822
AMSZ05,BKSZ09,1,9.41216792996604
AMSZ05,BMSZ04,1,9.42204331177487
AMSZ05,BMSZ05,1,9.821466304055388
AMSZ05,BPSZ05,1,8.069573145759762
AMSZ05,BSSZ01,3,1.3323137492637933
AMSZ05,BTSZ01,1,8.14813731027708
AMSZ05,DTSZ01,3,7.900267162539192
AMSZ05,DTSZ03,2,8.79003141886748
AMSZ05,DTSZ05,2,9.472733399099015
AMSZ05,GLSZ02,1,6.888971174552041
AMSZ05,GLSZ03,1,7.747677867214644
AMSZ05,HGSZ07,1,5.500520923468844
AMSZ05,HGSZ08,1,6.0980117833231136
AMSZ05,KLSZ01,1,5.718695497259962
AMSZ05,KLSZ06,1,6.760595204018825
AMSZ05,KLSZ09,2,7.990749571720152
AMSZ05,MPSZ01,1,9.42878099805811
AMSZ05,MUSZ02,1,8.265287378588097
AMSZ05,MUSZ03,1,8.069185952019145
AMSZ05,NTSZ03,1,6.269975066551411
AMSZ05,NVSZ02,1,5.6177942120779925
AMSZ05,NVSZ05,1,3.9395036892130126
AMSZ05,OTSZ01,1,9.15864653272731
AMSZ05,OTSZ02,1,9.52610204708681
AMSZ05,SGSZ02,1,3.02723276008107
AMSZ05,SGSZ03,1,3.95390752108144
AMSZ05,TMSZ05,1,15.15339043002186
AMSZ05,TPSZ06,1,4.13151620157887
AMSZ05,TSSZ03,1,21.303329082922794
AMSZ05,WCSZ01,1,16.60073536736618
AMSZ05,WDSZ09,1,11.208421444426776
AMSZ05,YSSZ01,1,6.53133241585097
AMSZ05,YSSZ03,1,6.7259487313215205
AMSZ05,YSSZ09,3,7.071637323095412
AMSZ06,AMSZ01,10,0.8041193925714387
AMSZ06,AMSZ02,1,1.6123657420265183
AMSZ06,AMSZ06,2,0.0
AMSZ06,AMSZ09,2,0.8704479724667803
AMSZ06,AMSZ10,2,1.5381436105027764
AMSZ06,BDSZ03,1,10.03264253261245
AMSZ06,BMSZ02,1,10.43406813925253
AMSZ06,BSSZ01,2,1.9366591055442168
AMSZ06,BTSZ01,2,8.537012758085234
AMSZ06,BTSZ03,1,8.073530877471015
AMSZ06,BTSZ08,1,7.371675293409246
AMSZ06,CKSZ03,1,10.303875415535726
AMSZ06,CLSZ08,1,11.601250661229722
AMSZ06,DTSZ02,2,9.135366390267892
AMSZ06,DTSZ03,4,9.34657006766964
AMSZ06,DTSZ05,1,10.059476955429048
AMSZ06,DTSZ08,5,10.593980493915419
AMSZ06,DTSZ11,2,10.96695349452622
AMSZ06,GLSZ01,1,6.67191987188665
AMSZ06,GLSZ04,1,8.181968741844988
AMSZ06,GLSZ05,1,9.063161196072228
AMSZ06,HGSZ06,1,4.713838014633891
AMSZ06,JESZ05,4,11.672341505916151
AMSZ06,KLSZ02,1,6.694267802362061
AMSZ06,KLSZ07,1,6.75064806890356
AMSZ06,KLSZ08,1,7.202823776940167
AMSZ06,LKSZ01,1,14.809716655892487
AMSZ06,MUSZ02,1,8.861376161777178
AMSZ06,NTSZ03,1,6.881854142397674
AMSZ06,NVSZ02,2,6.217438334820094
AMSZ06,ORSZ03,2,8.046799679003017
AMSZ06,OTSZ03,3,10.406314059443185
AMSZ06,PGSZ01,1,8.846295870608847
AMSZ06,QTSZ02,1,8.790817356253433
AMSZ06,QTSZ06,1,9.771185746887106
AMSZ06,QTSZ08,3,9.955465240400367
AMSZ06,QTSZ12,1,11.130761761179693
AMSZ06,QTSZ14,2,11.776343883076851
AMSZ06,RCSZ01,1,7.284362842077343
AMSZ06,SBSZ02,1,7.6776894726352545
AMSZ06,SESZ04,1,5.9854177551908805
AMSZ06,SGSZ02,3,2.7995850459212646
AMSZ06,SRSZ02,1,9.34199205656558
AMSZ06,TMSZ01,1,11.08053469088358
AMSZ06,TMSZ05,1,15.210204362481306
AMSZ06,WDSZ01,3,9.483221295881432
AMSZ06,WDSZ02,1,9.11645890630745
AMSZ06,WDSZ04,2,8.04232042707074
AMSZ06,YSSZ06,2,3.555513834064482
AMSZ06,YSSZ09,1,6.483721111005641
AMSZ07,AMSZ01,5,1.7966809678861542
AMSZ07,AMSZ03,1,3.000451146566747
AMSZ07,AMSZ11,1,2.7662405453128667
AMSZ07,BKSZ03,1,10.068510651202052
AMSZ07,BMSZ01,1,11.942104318423652
AMSZ07,BSSZ01,2,1.9031727886985152
AMSZ07,BTSZ01,1,7.75171919297178
AMSZ07,DTSZ02,1,9.481851186430749
AMSZ07,DTSZ08,1,10.870496712034592
AMSZ07,DTSZ12,1,10.619663245291106
AMSZ07,MUSZ01,1,8.586673307743846
AMSZ07,NVSZ01,1,5.9183091590453865
AMSZ07,NVSZ02,1,6.485944342152456
AMSZ07,NVSZ04,1,5.525184626476542
AMSZ07,ORSZ02,1,7.713133435167625
AMSZ07,ORSZ03,1,8.235686238686693
AMSZ07,PGSZ04,1,9.22046220296251
AMSZ07,QTSZ11,1,10.62365005941901
AMSZ07,RCSZ09,1,8.400508349696699
AMSZ07,SBSZ01,1,8.093761435366659
AMSZ07,TPSZ09,1,6.040514183158023
AMSZ07,WDSZ07,1,9.547790676159924
AMSZ07,YSSZ02,1,7.09323181946956
AMSZ07,YSSZ05,1,4.188380119031692
AMSZ07,YSSZ09,1,6.274110531581218
AMSZ08,AMSZ01,2,2.57902624349316
AMSZ08,AMSZ04,1,3.270567783676673
AMSZ08,AMSZ07,1,1.3711510501299304
AMSZ08,AMSZ08,2,0.0
AMSZ08,BDSZ02,1,12.07043841384843
AMSZ08,BMSZ02,1,11.70254972019316
AMSZ08,BSSZ01,1,3.2695661201461235
AMSZ08,BSSZ03,2,4.942727907791809
AMSZ08,DTSZ02,1,10.850245696528644
AMSZ08,DTSZ03,1,11.119804706187107
AMSZ08,JWSZ02,1,13.799786777070867
AMSZ08,JWSZ09,2,14.962429491637717
AMSZ08,KLSZ09,1,10.349426019760964
AMSZ08,MPSZ03,1,12.838073939406017
AMSZ08,ORSZ02,1,9.06711546434846
AMSZ08,OTSZ03,1,12.00154703025439
AMSZ08,OTSZ04,1,11.573591457866023
AMSZ08,PGSZ03,1,7.836979415573584
AMSZ08,PNSZ01,1,17.888780314879554
AMSZ08,PRSZ03,1,13.395719043394859
AMSZ08,QTSZ01,1,9.583368359129002
AMSZ08,QTSZ14,1,12.71009136977858
AMSZ08,RCSZ08,1,9.706428538658592
AMSZ08,SBSZ02,1,6.032538116002713
AMSZ08,SBSZ03,2,6.72711712310467
AMSZ08,SBSZ04,1,7.930457766972901
AMSZ08,TMSZ03,1,12.69689688890953
AMSZ08,TMSZ05,1,16.904706376628567
AMSZ08,TPSZ02,2,6.334172658549698
AMSZ08,TPSZ06,1,6.4998571531774
AMSZ08,TSSZ05,1,23.66885079172888
AMSZ08,WDSZ02,2,7.181903151088673
AMSZ08,WDSZ04,1,6.101198667272549
AMSZ08,YSSZ02,1,5.803310980942607
AMSZ08,YSSZ04,1,3.6740491815368053
AMSZ08,YSSZ09,1,4.938586956323449
AMSZ09,AMSZ01,10,1.2075000973564398
AMSZ09,AMSZ04,1,2.0023510376232783
AMSZ09,AMSZ06,3,0.8704479724667803
AMSZ09,AMSZ07,1,1.2656709298846514
AMSZ09,AMSZ09,3,0.0
AMSZ09,AMSZ10,3,0.841056832156811
AMSZ09,AMSZ11,1,1.5731092706275187
AMSZ09,BDSZ03,1,10.486206580311865
AMSZ09,BKSZ01,1,9.276314221608306
AMSZ09,BMSZ01,1,12.859811064152431
AMSZ09,BMSZ05,1,11.308648207152258
AMSZ09,BMSZ17,1,12.90108279981423
AMSZ09,BSSZ01,2,2.7648089240328275
AMSZ09,BSSZ02,1,3.0412275710244105
AMSZ09,DTSZ01,2,9.303942209889373
AMSZ09,DTSZ02,2,9.98596716644111
AMSZ09,DTSZ05,3,10.916332792538004
AMSZ09,DTSZ08,1,11.454736965092195
AMSZ09,DTSZ09,1,11.737447934543509
AMSZ09,DTSZ11,4,11.823129524767312
AMSZ09,GLSZ03,3,8.513158107861722
AMSZ09,GLSZ05,1,9.65204567057468
AMSZ09,HGSZ07,1,5.844341790205053
AMSZ09,KLSZ01,2,7.001674736933423
AMSZ09,KLSZ08,1,7.98902562856205
AMSZ09,NTSZ03,1,7.75163156607214
AMSZ09,NVSZ02,3,7.082791457565784
AMSZ09,NVSZ03,1,6.502061048373337
AMSZ09,ORSZ02,4,8.481717241596819
AMSZ09,ORSZ03,1,8.916303990356713
AMSZ09,OTSZ03,3,11.272607681035758
AMSZ09,PGSZ03,1,6.764710667800791
AMSZ09,PRSZ01,1,9.886454807546087
AMSZ09,QTSZ02,1,9.546028717014732
AMSZ09,QTSZ08,1,10.721759539329412
AMSZ09,QTSZ11,2,11.819229345220124
AMSZ09,QTSZ14,1,12.588690602787565
AMSZ09,SBSZ03,2,7.650579518490761
AMSZ09,SESZ03,3,6.5075779066363015
AMSZ09,SESZ04,1,5.654440760748761
AMSZ09,SGSZ03,1,3.782040738487338
AMSZ09,SRSZ03,1,10.483199111383591
AMSZ09,TMSZ04,1,13.446234597067756
AMSZ09,TNSZ01,1,7.697548964662066
AMSZ09,TPSZ05,1,4.8753689820930015
AMSZ09,WCSZ01,1,16.711894885684874
AMSZ09,WDSZ03,1,7.901785551461655
AMSZ09,YSSZ01,1,5.057933083226152
AMSZ10,AMSZ01,4,1.4257238620318051
AMSZ10,AMSZ02,1,1.67317613251079
AMSZ10,AMSZ03,1,2.5885728524360103
AMSZ10,AMSZ04,1,2.262068944931949
AMSZ10,AMSZ06,1,1.5381436105027764
AMSZ10,AMSZ09,2,0.841056832156811
AMSZ10,AMSZ10,2,0.0
AMSZ10,AMSZ11,1,0.9046024839408441
AMSZ10,BDSZ01,1,8.965618549755735
AMSZ10,BDSZ04,1,11.709254893091043
AMSZ10,BKSZ03,1,12.037759461606173
AMSZ10,BKSZ07,1,11.44848228504245
AMSZ10,BKSZ09,1,10.981094907124511
AMSZ10,BMSZ06,1,10.770038837646984
AMSZ10,BPSZ01,1,9.535696776916161
AMSZ10,BTSZ03,1,9.52219721022724
AMSZ10,BTSZ05,1,7.202807130904194
AMSZ10,CHSZ01,1,15.151690696212537
AMSZ10,CKSZ05,2,11.110137851832945
AMSZ10,CKSZ06,2,11.061001730203959
AMSZ10,DTSZ02,1,10.385421293492866
AMSZ10,DTSZ05,1,11.338541562780183
AMSZ10,DTSZ06,1,11.160830387106147
AMSZ10,DTSZ11,1,12.24011772844972
AMSZ10,DTSZ12,2,11.450469224869977
AMSZ10,GLSZ03,1,8.365420033343753
AMSZ10,HGSZ03,2,5.770754504549983
AMSZ10,HGSZ04,1,4.599438344565637
AMSZ10,HGSZ05,1,3.936178839941291
AMSZ10,HGSZ06,1,4.578364502820491
AMSZ10,JESZ05,1,12.911306464844483
AMSZ10,JWSZ09,1,16.806757616533854
AMSZ10,KLSZ01,1,7.256677426003398
AMSZ10,KLSZ09,1,9.630999719774623
AMSZ10,MPSZ03,1,11.450732756765069
AMSZ10,NVSZ01,1,6.70029309042011
AMSZ10,NVSZ02,1,7.564058407980474
AMSZ10,ORSZ03,1,9.428862813047232
AMSZ10,OTSZ03,1,11.747008106997399
AMSZ10,PGSZ02,1,6.6812925207406355
AMSZ10,PGSZ03,1,5.952241132810682
AMSZ10,PGSZ05,2,7.808016116352005
AMSZ10,PRSZ05,2,12.711337660181599
AMSZ10,QTSZ01,1,10.567393222631306
AMSZ10,QTSZ02,1,10.322567483621627
AMSZ10,RCSZ10,1,9.582545368103906
AMSZ10,SBSZ01,1,7.080849727181649
AMSZ10,SBSZ03,5,7.466557562876986
AMSZ10,SESZ02,2,6.531362810172799
AMSZ10,SESZ04,2,4.870553327817362
AMSZ10,SESZ06,2,3.524478496309693
AMSZ10,SGSZ02,1,2.3783896579543344
AMSZ10,SGSZ03,2,3.2587432290430534
AMSZ10,SGSZ04,1,3.4027792696869668
AMSZ10,SGSZ06,1,4.593201904556275
AMSZ10,TPSZ01,1,5.101458168658034
AMSZ10,TPSZ06,1,5.595327098627979
AMSZ10,TPSZ11,1,6.564241535384367
AMSZ10,TPSZ12,1,6.761071929640127
AMSZ10,WDSZ01,2,9.048550717602954
AMSZ10,WDSZ03,4,7.914386910195277
AMSZ10,WDSZ05,2,8.961710428907146
