ORIGIN_SUBZONE,DESTINATION_SUBZONE,COUNT,TRIP_DISTANCE
1101056,1108083,2,4.879429454143686
1101056,1109069,1,4.146164551681253
1101056,1109071,2,5.621488088737786
1101056,1109072,1,4.919805423032913
1101056,1109075,1,4.032814050315485
1101056,1110061,1,6.882615045431178
1101056,1111056,1,11.178492740765963
1101056,1111078,1,9.113874885297673
1101056,1112052,3,2.668712802025447
1101056,1112057,1,5.4379589899901974
1101056,1112060,1,4.756931707263666
1101056,1112072,1,3.7604797320935464
1101056,1113062,2,4.182914583770992
1101056,1113064,2,2.9153687703080977
1101056,1113066,3,2.5017636514938575
1101056,1113075,1,6.123579661442549
1101056,1113076,2,5.668563970750552
1101056,1114066,1,7.839341261138918
1101056,1114076,1,8.503982220728432
1101056,1114077,1,7.281224052306443
1101056,1117051,1,13.869462320410097
1101056,1120068,1,12.425122930323315
1101056,1121057,1,14.815399633896089
1101056,1122063,1,15.764137179051906
1101056,1123051,2,10.83464814664899
1101057,1101053,5,1.0627827056630665
1101057,1101055,1,2.1313341159857395
1101057,1101057,2,0.0
1101057,1101058,2,0.8722157283475255
1101057,1101061,17,2.7255331456498655
1101057,1101063,4,4.022407449979717
1101057,1101064,2,3.8905569437912897
1101057,1101072,2,1.2672170792772257
1101057,1101073,2,3.5777537592188886
1101057,1102052,2,2.0173187106065247
1101057,1102054,2,2.7882392435043424
1101057,1102055,4,2.7250298721700337
1101057,1102057,1,3.854884016535458
1101057,1106081,1,6.46372360585089
1101057,1108064,1,4.911538569651426
1101057,1112052,2,4.7306748428576055
1101057,1112056,1,6.113207301889707
1101057,1112057,1,5.847389913592075
1101057,1112068,2,5.717612707023996
1101057,1112071,1,7.033489023144524
1101057,1112073,2,3.831569329005153
1101057,1112074,1,4.92385621242313
1101057,1113052,2,0.7437504596443467
1101057,1113062,2,1.286457804332176
1101057,1113064,5,1.7314658567020254
1101057,1113066,1,2.6880986561141946
1101057,1113073,2,1.5400699053962466
1101057,1113075,3,2.226204696800783
1101057,1113076,3,2.4000138249968685
1101057,1114066,2,4.21479551889679
1101057,1119054,1,6.236490779874085
1101057,1124077,1,14.0381341782406
1101058,1101057,1,0.8722157283475255
1101058,1101058,2,0.0
1101058,1101060,1,2.363722784339971
1101058,1101061,3,2.2976822516630993
1101058,1101063,1,3.5390566555803047
1101058,1101064,2,3.5608571519233823
1101058,1101071,2,4.990472130331774
1101058,1101072,1,1.6101562576063297
1101058,1101073,1,3.473139255687235
1101058,1102054,2,1.9172928253854713
1101058,1102055,1,1.957389155049895
1101058,1102060,1,2.8913932576132857
1101058,1102073,1,4.943214818714954
1101058,1103052,1,3.8283132250611622
1101058,1103053,1,3.00033658263184
1101058,1104065,1,7.585149325995221
1101058,1106071,1,8.090011459589292
1101058,1106081,1,6.0252957022545734
1101058,1106082,1,6.591527091527641
1101058,1106088,1,9.565645765010302
1101058,1107061,1,11.044848020950909
1101058,1107069,1,13.208274410354745
1101058,1108062,1,5.849761053392868
1101058,1110063,1,11.654179353929946
1101058,1110065,1,14.290619225636698
1101058,1111079,1,11.241726451260403
1101058,1112051,3,4.6020305025189225
1101058,1112052,2,5.591760573052108
1101058,1112055,1,7.436414476804857
1101058,1112058,1,5.8401052084135525
1101058,1112059,1,4.4642233622298235
1101058,1112073,1,4.5343749091880055
1101058,1113052,4,0.6189917280170621
1101058,1113062,2,2.0376572418261656
1101058,1113065,2,1.8173249183664002
1101058,1113066,1,3.5531993349438133
1101058,1113068,1,3.3296753143721234
1101058,1113073,2,0.9574182008676358
1101058,1113075,1,2.196528605977024
1101058,1113076,1,2.77168438278005
1101058,1114060,1,2.907919042494596
1101058,1114068,1,5.568313491498735
1101058,1114075,2,4.079755859531321
1101058,1114077,1,2.502807524511867
1101058,1114078,1,2.3492260394597624
1101058,1115070,1,11.083312979858299
1101058,1116067,1,12.428536723916636
1101058,1116073,1,11.626669463507525
1101058,1119061,1,8.504411823601373
1101058,1119065,1,8.832203951216805
1101058,1120053,1,8.14134406084443
1101058,1120072,1,6.586624027545029
1101058,1120073,1,8.155449309853728
1101058,1122055,1,7.338032334455752
1101058,1123064,1,10.021313387826602
1101058,1124067,1,16.894048770601245
1101058,1124077,1,13.296780144617976
1101060,1101053,3,1.736517177637372
1101060,1101054,2,0.7664450102907066
1101060,1101061,9,0.8885380156449848
1101060,1101063,1,1.8883078559063
1101060,1101064,4,1.4872270036896613
1101060,1101067,3,2.678003429693338
1101060,1101072,1,1.4444803820788814
1101060,1102055,1,2.1163773319530645
1101060,1102057,1,2.94674146999691
1101060,1102060,1,1.98409240542796
1101060,1102068,1,3.3563921536773806
1101060,1103053,1,4.334447154268468
1101060,1103063,1,7.40194011423155
1101060,1104055,1,5.864361370463757
1101060,1104072,2,4.546831989459222
1101060,1104073,1,5.22286492271815
1101060,1106081,1,4.100275613476066
1101060,1106082,1,4.4623150474174205
1101060,1106089,1,6.689948845765082
1101060,1107059,1,9.31379427424384
1101060,1108059,2,2.737076709181496
1101060,1108061,1,2.872754675176955
1101060,1108062,2,3.4988648034946452
1101060,1108063,2,3.016953599532781
1101060,1108066,1,4.063575648519587
1101060,1108081,1,1.6902853871125674
1101060,1111052,1,8.064394556750349
1101060,1111078,2,9.70879391817519
1101060,1111079,1,8.87897562468418
1101060,1112052,1,5.677298558823664
1101060,1112058,1,6.492790442021467
1101060,1112060,1,5.696288408755524
1101060,1112071,1,7.4901797090137
1101060,1112072,1,6.897415232739715
1101060,1113062,2,3.651884743681103
1101060,1113066,1,3.983742409994216
1101060,1113072,1,6.445785454646995
1101060,1113073,1,3.2669129409689455
1101060,1113076,2,4.894494292053649
1101060,1114066,1,6.567096441082168
1101060,1114072,2,6.980035108262786
1101060,1115051,1,11.591364725580274
1101060,1116058,1,14.09800912655341
1101060,1116073,1,13.945167408366752
1101060,1117054,1,13.547858680270632
1101060,1118051,1,14.827402657198157
1101060,1119054,3,8.04678386030535
1101060,1119071,1,12.825870090166175
1101060,1120070,1,11.379026933165033
1101060,1120072,1,8.419682382467618
1101060,1120073,1,9.443602217118363
1101060,1121052,1,11.316730031898269
1101060,1121083,1,13.426763653365127
1101060,1122060,1,9.355983820752739
1101060,1122061,1,9.755387106214405
1101060,1122062,1,10.904343257423752
1101060,1122064,1,12.089702231684752
1101060,1122066,1,12.97079808545819
1101060,1123052,1,8.618573620602712
1101060,1123058,1,9.926632626956632
1101060,1123063,1,10.834933373912275
1101060,1123064,2,10.063521701366817
1101060,1123075,1,14.646698134470492
1101060,1123077,2,7.143435988768989
1101060,1125065,1,13.632992817402927
1101061,1101053,4,1.7297633059106512
1101061,1101054,4,1.6267344132223316
1101061,1101055,7,3.39336991784333
1101061,1101056,3,4.6848640308509575
1101061,1101057,20,2.7255331456498655
1101061,1101058,3,2.2976822516630993
1101061,1101060,10,0.8885380156449848
1101061,1101061,16,0.0
1101061,1101063,7,1.2989183247854739
1101061,1101064,3,1.2823170768578167
1101061,1101067,1,2.1630513677510206
1101061,1101068,1,1.8098061432648334
1101061,1101069,35,2.110241590770966
1101061,1101070,8,2.4026013289708428
1101061,1101071,5,2.7248966236043493
1101061,1101072,3,2.008096320703336
1101061,1101073,25,1.5463114840575136
1101061,1102052,7,1.8091175664383816
1101061,1102054,8,2.317821080422438
1101061,1102055,10,1.3479716201232268
1101061,1102057,2,2.06406478736716
1101061,1102058,8,2.43070227021389
1101061,1102059,3,1.644413289194216
1101061,1102060,6,1.1111704380208558
1101061,1102067,3,2.8361053627016144
1101061,1102068,3,2.879106050006726
1101061,1102070,2,2.792806017092556
1101061,1102071,4,3.3381738017488773
1101061,1102072,1,3.0100489098383507
1101061,1102073,4,3.016324092797961
1101061,1103051,7,2.909199784445421
1101061,1103052,3,3.912166534597695
1101061,1103053,3,3.626465690020793
1101061,1103057,4,5.762351499353834
1101061,1103058,5,4.354169267001858
1101061,1103059,1,4.939813823345644
1101061,1103063,4,6.636711319010364
1101061,1103065,1,4.645177819968545
1101061,1103066,6,3.7217372971640197
1101061,1103069,3,5.850846761079087
1101061,1103071,2,3.6217750731581386
1101061,1103072,3,4.653869896392087
1101061,1103073,2,5.455268410708296
1101061,1103074,5,4.453828783865794
1101061,1104052,1,3.670338243865769
1101061,1104054,1,4.549177813159905
1101061,1104055,3,5.263234780055481
1101061,1104056,1,4.456145151922391
1101061,1104057,6,4.058758564884598
1101061,1104058,2,4.731340355637766
1101061,1104059,2,3.9190994466116083
1101061,1104062,2,4.575334817231766
1101061,1104065,3,5.942023710567566
1101061,1104066,3,5.585629758902703
1101061,1104068,6,6.866289812492991
1101061,1104070,2,6.27882845751444
1101061,1104071,1,3.629744841660462
1101061,1104072,4,3.7391100200293588
1101061,1104073,2,4.357407990121395
1101061,1105053,2,8.184152442409959
1101061,1105054,4,7.793513562179442
1101061,1105055,1,7.889349660247473
1101061,1105056,2,8.551297141435677
1101061,1105058,4,9.312126196200795
1101061,1105059,2,8.544288455019815
1101061,1105060,2,9.273787440366243
1101061,1105061,2,9.610355318915706
1101061,1105062,3,10.308344073518063
1101061,1105063,10,10.577095333941799
1101061,1105065,2,9.687049428726754
1101061,1105066,3,8.651426269098911
1101061,1105067,1,7.972632254769635
1101061,1106071,5,5.815708122693789
1101061,1106072,1,6.676366848745642
1101061,1106073,4,6.8775644089971815
1101061,1106080,8,5.1182437163494425
1101061,1106081,14,3.750576761126941
1101061,1106082,10,4.294473493163068
1101061,1106083,4,5.421087329946436
1101061,1106084,4,6.324281158019222
1101061,1106086,2,6.307985704326435
1101061,1106087,6,7.019140688521292
1101061,1106088,5,7.29782122850095
1101061,1106089,3,6.687221781639961
1101061,1106090,1,7.514553525902705
1101061,1106091,1,5.480387790816646
1101061,1107052,1,7.951342839507869
1101061,1107055,1,7.973628454019937
1101061,1107059,5,9.28472597652495
1101061,1107060,2,8.566840279260985
1101061,1107061,3,8.769560030722046
1101061,1107062,3,7.977331171692232
1101061,1107064,4,9.230897216387522
1101061,1107065,3,8.449896970413969
1101061,1107068,1,10.147519763765237
1101061,1107069,8,10.9477499880554
1101061,1107070,3,9.823000255283203
1101061,1107071,8,8.916977169321735
1101061,1107072,1,9.5450829426007
1101061,1107073,4,10.802548927515591
1101061,1108058,5,4.050923275230475
1101061,1108059,1,3.1329461610866076
1101061,1108060,6,3.5772734622423528
1101061,1108061,5,2.729837594311256
1101061,1108062,6,3.9304189469022868
1101061,1108063,8,3.5805844291434106
1101061,1108064,6,4.1501767222378945
1101061,1108065,6,5.406958577946487
1101061,1108066,6,4.525653554369773
1101061,1108068,3,4.928933869885469
1101061,1108071,4,5.499496395777011
1101061,1108072,6,5.8075544605530585
1101061,1108076,3,6.537217651725217
1101061,1108077,2,6.847997964874979
1101061,1108078,4,7.384172821739202
1101061,1108081,1,2.380071022790433
1101061,1108082,5,2.3295856568449986
1101061,1108083,3,3.2706398078294305
1101061,1108084,6,4.567984070982085
1101061,1108085,10,7.30861562295431
1101061,1109060,2,7.829403278362388
1101061,1109061,2,7.2388695885794565
1101061,1109063,8,6.327038028960845
1101061,1109064,4,8.24780555424051
1101061,1109065,11,7.856286737633089
1101061,1109069,5,5.845987694722644
1101061,1109070,5,6.776907823360856
1101061,1109071,4,6.078352352470577
1101061,1109072,7,5.7096157720513006
1101061,1109073,5,5.250026335322131
1101061,1109074,6,9.528040663214961
1101061,1109075,5,7.06883871117057
1101061,1110051,3,9.055700497625686
1101061,1110052,6,10.022076993304955
1101061,1110053,1,8.839565362074582
1101061,1110054,3,9.638841295664465
1101061,1110055,3,11.06766518255618
1101061,1110056,1,11.110298740377324
1101061,1110057,5,10.196526544653183
1101061,1110059,8,9.310468104565924
1101061,1110060,6,8.58053739236424
1101061,1110061,2,8.298339782458225
1101061,1110062,7,10.164524212380918
1101061,1110063,4,10.075355036099117
1101061,1110064,6,12.660185911637821
1101061,1110065,7,12.859241809983136
1101061,1111051,6,7.9882911732415565
1101061,1111052,1,8.506703010937585
1101061,1111053,11,8.615965390703293
1101061,1111056,1,11.14725736708316
1101061,1111059,4,9.376343049291396
1101061,1111060,2,11.7279971340257
1101061,1111061,1,11.130238738989025
1101061,1111064,3,12.375654785011124
1101061,1111065,2,13.749670287150552
1101061,1111066,2,11.339505225355813
1101061,1111069,3,12.06414125273414
1101061,1111072,1,11.600049374508764
1101061,1111073,4,12.165196954479844
1101061,1111074,3,11.18041800246987
1101061,1111076,3,13.844435063277796
1101061,1111077,3,10.272279916414039
1101061,1111078,4,10.130378548472539
1101061,1111079,3,9.124371112516757
1101061,1112051,16,5.881768489877974
1101061,1112052,23,6.466990339494055
1101061,1112055,11,8.644736923417799
1101061,1112056,4,8.356754894129534
1101061,1112057,6,8.265610519131014
1101061,1112058,4,7.182247215087231
1101061,1112059,6,6.107021759158646
1101061,1112060,1,6.168264070833305
1101061,1112065,2,7.607569863328273
1101061,1112066,2,7.615361643223715
1101061,1112067,2,7.458546554844324
1101061,1112068,1,8.440984061355033
1101061,1112071,3,8.352256033131328
1101061,1112072,16,7.681517337849966
1101061,1112073,7,6.520765712226418
1101061,1112074,5,7.39335808024841
1101061,1113052,11,2.904339736007381
1101061,1113062,7,3.989697071261604
1101061,1113064,5,3.88639135373894
1101061,1113065,4,3.4437679681223234
1101061,1113066,8,4.6720297610382335
1101061,1113068,10,5.242380980543941
1101061,1113069,1,6.491279917057504
1101061,1113070,12,6.0347730040085
1101061,1113071,3,7.202737229787423
1101061,1113072,4,6.750195747980596
1101061,1113073,7,3.0522064554830743
1101061,1113074,3,3.4918125691815196
1101061,1113075,5,4.4742337264362835
1101061,1113076,3,5.034864474248844
1101061,1114059,5,5.740726225505041
1101061,1114060,1,4.966253346966345
1101061,1114061,1,4.659481972236902
1101061,1114063,1,6.056039960692653
1101061,1114066,2,6.469464105104805
1101061,1114068,2,7.789338880085877
1101061,1114069,4,8.272259960331752
1101061,1114070,3,8.526790118197717
1101061,1114071,2,6.157278820698181
1101061,1114072,6,7.017434780320183
1101061,1114073,8,7.767127968985815
1101061,1114075,7,5.675114500344744
1101061,1114076,3,6.549137330331431
1101061,1114077,16,4.032431695731325
1101061,1114078,7,4.147322463576526
1101061,1115051,4,11.409586419256886
1101061,1115052,6,10.77724100228606
1101061,1115053,1,11.450856935958551
1101061,1115058,1,13.886949256168728
1101061,1115059,1,15.072278959537709
1101061,1115062,1,14.57849505294313
1101061,1115064,2,13.061568669416525
1101061,1115065,1,11.871997195911016
1101061,1115066,2,15.00715399541246
1101061,1115069,2,12.465028601552469
1101061,1115070,1,13.180706876401171
1101061,1115071,2,10.50740039231254
1101061,1116051,2,10.363904716657538
1101061,1116052,1,11.664410109426207
1101061,1116054,7,12.734091272136201
1101061,1116055,5,12.991952633363946
