TRAVEL_MODE,ORIGIN_SUBZONE,DESTINATION_SUBZONE,COUNT,TRIP_DISTANCE
VH,1123052,1122055,1,1.3470592774300592
PT,1102055,1116051,1,9.672360312624349
VH,1111065,1111065,1,0.0
WK,1104068,1104065,1,1.6115120511026206
PT,1115071,1119054,1,4.219777335685782
PT,1111076,1106083,1,11.05977418029539
VH,1112052,1112056,1,2.3935626770828686
PT,1125056,1125056,1,0.0
PT,1101073,1105061,1,9.4431047010877
WK,1112051,1112051,1,0.0
PT,1122060,1119056,1,9.519298321798095
VH,1125074,1125074,1,0.0
WK,1113071,1113071,1,0.0
PT,1116054,1116067,1,2.1773371108596096
WK,1107064,1107064,1,0.0
PT,1124068,1102055,1,15.116508056618201
WK,1104054,1104054,1,0.0
WK,1124067,1124067,1,0.0
WK,1111058,1111058,1,0.0
WK,1116066,1116065,1,0.9875260437896378
WK,1121052,1121081,1,2.432264992192566
WK,1123058,1123058,1,0.0
WK,1112067,1112067,1,0.0
VH,1105061,1106087,1,2.8397034123172227
VH,1111073,1111072,1,0.803290249028455
WK,1120068,1120068,1,0.0
WK,1103059,1103059,1,0.0
WK,1119068,1119068,1,0.0
PT,1115064,1115065,1,1.370796638111683
VH,1122067,1117051,1,15.794330961350564
PT,1119056,1120072,1,4.565579596066387
PT,1122052,1123064,1,1.4997252448279856
WK,1116067,1116058,1,1.0454045770532436
VH,1123079,1102055,1,10.08321758263138
WK,1109060,1109061,1,0.9764220887242144
VH,1123051,1123078,1,2.570323025698469
PT,1112068,1112057,1,3.028340787589518
WK,1123080,1123068,1,0.8404400761318399
PT,1104058,1108060,1,4.07491874104835
WK,1115052,1116051,1,1.0759033022393585
WK,1101073,1101073,1,0.0
PT,1108084,1106087,1,4.639632172582428
PT,1106081,1106091,1,1.7880166172857557
VH,1124064,1124063,1,0.9378810034965285
PT,1122053,1114068,1,11.208902357046842
PT,1121068,1121080,1,2.537908196819711
PT,1115063,1119074,1,6.65959911523484
PT,1122053,1120063,1,2.9099560257532584
WK,1112073,1112052,1,3.7082807276394987
PT,1122062,1123051,1,5.048428970952525
WK,1107071,1107071,1,0.0
WK,1106080,1106082,1,0.9078836498222185
WK,1123080,1123068,1,0.8404400761318399
PT,1108084,1108084,1,0.0
VH,1108077,1108068,1,2.2089476992607366
PT,1110051,1110053,1,1.1414562095215686
WK,1102055,1102054,1,1.0096175184422371
PT,1108072,1108066,1,2.305558319166571
WK,1106072,1106071,1,0.9960853607488959
PT,1114076,1114066,1,1.0492193660032334
PT,1108065,1106081,1,6.248892995060276
PT,1121069,1123065,1,10.42703241597605
PT,1122053,1115070,1,13.075138756566087
VH,1104071,1108082,1,2.704488775948739
VH,1110055,1110065,1,1.8353327391086496
WK,1117072,1117072,1,0.0
PT,1114076,1112071,1,10.465950597456427
PT,1107061,1125073,1,7.2736800194865046
WK,1119070,1119067,1,0.8175241489851829
VH,1120070,1120069,1,1.0712347298880627
WK,1116059,1116059,1,0.0
VH,1112068,1112071,1,7.179525717701879
VH,1120070,1121064,1,1.8515270119831766
VH,1108077,1108085,1,0.9543021377582223
WK,1108072,1108085,1,1.525302945323206
PT,1102052,1112074,1,6.917121628507293
WK,1112058,1112058,1,0.0
VH,1114066,1114074,1,4.008370551536776
WK,1106080,1106080,1,0.0
WK,1115053,1116054,1,2.4361998005626013
WK,1116065,1116065,1,0.0
PT,1111052,1111058,1,2.1388140459014457
PT,1119061,1119069,1,3.595474345274159
WK,1116065,1116065,1,0.0
WK,1119065,1119065,1,0.0
VH,1118060,1118057,1,1.1246678490203577
PT,1123064,1114066,1,11.744151962492404
WK,1111079,1111056,1,2.0652934614429816
WK,1103053,1103052,1,1.0365757327608291
WK,1102073,1102069,1,0.7173659284816648
PT,1102069,1102069,1,0.0
PT,1117054,1112072,1,15.792420395415071
VH,1117051,1115051,1,2.0844907346371953
WK,1105065,1105065,1,0.0
WK,1102054,1102054,1,0.0
PT,1114066,1108058,1,10.348197003551425
PT,1103052,1102057,1,2.054143719867439
PT,1119073,1117051,1,2.4093501047510846
WK,1112052,1112052,1,0.0
PT,1123064,1122053,1,2.8592368789803637
VH,1119056,1117071,1,4.499428916953292
VH,1119062,1119061,1,1.836585978916816
WK,1123067,1123066,1,0.7712478457221325
WK,1115071,1115071,1,0.0
PT,1106087,1106089,1,3.522677134675656
WK,1121073,1121069,1,4.147976437485586
VH,1114076,1112052,1,8.032437207573361
PT,1112074,1112074,1,0.0
WK,1105059,1105061,1,1.129501273806787
PT,1103051,1103071,1,1.2056897503292825
WK,1124060,1124060,1,0.0
PT,1106088,1106081,1,3.5473556786582603
WK,1125061,1125063,1,0.8801494054485286
WK,1107055,1107071,1,1.054468594756082
VH,1105053,1105061,1,2.0407535357839146
VH,1122066,1122067,1,2.906371519207784
VH,1111064,1110055,1,3.477491820966824
WK,1120071,1120071,1,0.0
PT,1113068,1112051,1,2.064199712846964
PT,1111053,1101061,1,8.615965390703293
PT,1111079,1101073,1,7.768587805488762
WK,1124062,1124062,1,0.0
VH,1107055,1107071,1,1.054468594756082
PT,1114076,1124058,1,17.029637217371793
WK,1112071,1112071,1,0.0
WK,1125059,1125059,1,0.0
PT,1108058,1109061,1,3.487845828053235
PT,1119070,1117069,1,7.004406898174829
PT,1124075,1125073,1,2.8882673982102975
PT,1107060,1107052,1,0.7415531914018593
WK,1104054,1104054,1,0.0
PT,1123064,1117070,1,13.148975096909655
WK,1123064,1123065,1,0.8706888288710376
WK,1101073,1101073,1,0.0
WK,1117054,1117054,1,0.0
WK,1111077,1111074,1,1.220486338029457
WK,1110054,1110056,1,1.520409727612579
PT,1111066,1110055,1,2.296286075232236
PT,1108068,1102054,1,7.20996631719765
WK,1122054,1123064,1,1.38598951086273
WK,1119054,1119054,1,0.0
WK,1107062,1106072,1,1.356061187225672
WK,1105057,1105058,1,1.1838510034331542
WK,1120055,1120055,1,0.0
PT,1109074,1106086,1,11.297104660801553
PT,1102058,1111072,1,13.112595029255248
WK,1105055,1105058,1,1.4889154352474552
WK,1106082,1106082,1,0.0
WK,1104056,1104058,1,0.9115348656167381
PT,1108065,1102070,1,7.737450313570569
PT,1102067,1123064,1,7.619949052258802
WK,1105062,1105060,1,1.079206726213236
WK,1102052,1102054,1,0.840820687176
WK,1105065,1105054,1,2.77046805911938
PT,1125073,1125074,1,2.155469250933126
WK,1125074,1125074,1,0.0
PT,1120069,1118051,1,2.7455243042619726
VH,1111052,1110061,1,0.9192196871649209
WK,1108068,1109071,1,1.1927878458035204
WK,1120071,1120055,1,2.8657511810588248
PT,1121073,1115072,1,11.32765961444935
WK,1114059,1114075,1,0.6277422841906106
WK,1105066,1105063,1,3.4956212513628366
PT,1102052,1101061,1,1.8091175664383816
WK,1118058,1118057,1,1.7774747496372978
PT,1119054,1118059,1,9.883894423557983
WK,1103053,1103051,1,0.8236813365815501
WK,1121083,1121081,1,0.7826237198847067
WK,1114078,1114061,1,0.52194966588273
WK,1123059,1123059,1,0.0
PT,1113065,1113066,1,1.7831318558083398
WK,1104067,1104067,1,0.0
WK,1114073,1114073,1,0.0
PT,1105053,1105057,1,2.834902715355055
PT,1121065,1114066,1,8.407389570153804
VH,1114066,1114068,1,1.3821514036828835
WK,1107059,1107073,1,1.5916907328372194
WK,1118051,1118051,1,0.0
WK,1104057,1104052,1,0.5594926038225129
WK,1108081,1108081,1,0.0
WK,1125066,1125066,1,0.0
PT,1108060,1124071,1,10.301445739372012
PT,1110057,1123053,1,16.44970667300399
PT,1123052,1103074,1,3.343312007892079
WK,1123065,1123065,1,0.0
WK,1123065,1123064,1,0.8706888288710376
VH,1118051,1117071,1,2.3323255118869395
WK,1115066,1115066,1,0.0
PT,1116067,1115064,1,4.61969270111162
WK,1105056,1105056,1,0.0
WK,1120056,1120056,1,0.0
WK,1122052,1122052,1,0.0
WK,1115057,1115059,1,0.6347650189425605
VH,1116057,1116069,1,5.889395124589679
PT,1105057,1105058,1,1.1838510034331542
PT,1116064,1116069,1,3.932555113181121
WK,1105058,1105058,1,0.0
PT,1112058,1112051,1,1.3006280782316735
WK,1119054,1119054,1,0.0
VH,1113064,1112059,1,2.2469367840602725
PT,1125053,1104055,1,8.900546622737592
PT,1122058,1102057,1,5.609186950452538
WK,1107065,1107065,1,0.0
PT,1118052,1118054,1,1.6734171814657202
WK,1105056,1105056,1,0.0
PT,1105062,1123079,1,4.603459975668904
WK,1115066,1115065,1,3.254924789721111
WK,1110055,1110055,1,0.0
PT,1122053,1110052,1,19.236751589761763
WK,1123064,1122067,1,5.606809475664205
WK,1118052,1118052,1,0.0
PT,1119067,1121065,1,3.0602525442722266
VH,1124058,1124057,1,0.84296163118823
PT,1118051,1124075,1,20.352626760416026
WK,1111061,1111061,1,0.0
VH,1122067,1122052,1,4.479584321071143
WK,1124056,1124055,1,0.7223965929547655
PT,1124080,1113075,1,14.611749164668597
WK,1123079,1123060,1,1.0344672521544371
VH,1123064,1123076,1,6.921104139945707
PT,1103058,1103070,1,4.007583491070486
PT,1102055,1105064,1,9.029776845291023
PT,1103053,1106084,1,8.680604816482694
PT,1102065,1102052,1,4.201354656324819
WK,1102071,1102069,1,1.796369073918361
PT,1119074,1120052,1,2.909172949618501
VH,1111072,1111072,1,0.0
WK,1107059,1107069,1,1.7862677907705329
PT,1102055,1124080,1,11.1815587374735
WK,1113052,1113052,1,0.0
PT,1122067,1122052,1,4.479584321071143
PT,1101061,1102055,1,1.3479716201232268
WK,1116055,1116073,1,1.1670508268201192
PT,1122053,1119066,1,8.868125929643655
PT,1102055,1105054,1,7.96260564270194
PT,1114072,1114068,1,1.7006565877888993
PT,1110064,1110061,1,5.464911861891933
PT,1124057,1124063,1,1.9185780117351972
WK,1122065,1122065,1,0.0
PT,1107064,1123079,1,12.662031925872911
VH,1106081,1106088,1,3.5473556786582603
WK,1118057,1118057,1,0.0
VH,1120070,1123064,1,10.080018247657902
WK,1122060,1122060,1,0.0
VH,1124063,1124063,1,0.0
VH,1123064,1116061,1,17.209563056231005
WK,1110055,1110055,1,0.0
WK,1103069,1103070,1,1.197687340515067
VH,1102069,1102069,1,0.0
PT,1115051,1120068,1,5.18658388191005
VH,1125065,1125066,1,0.6527316651853187
VH,1117051,1118057,1,6.502842418250606
VH,1112051,1101053,1,4.6561759852025775
PT,1102069,1114073,1,9.85128901439233
WK,1108077,1108077,1,0.0
VH,1103072,1103071,1,1.1561883440345937
WK,1107073,1107073,1,0.0
WK,1116054,1116054,1,0.0
VH,1111059,1111060,1,2.363320692960444
VH,1123076,1125073,1,8.337104388152957
PT,1122053,1107055,1,12.4826089001172
PT,1104055,1106086,1,1.9899819385672417
PT,1123060,1122067,1,4.836598252027337
WK,1115069,1115064,1,0.9423872434968679
PT,1123078,1124077,1,4.405771260478572
WK,1122057,1122057,1,0.0
VH,1109071,1109071,1,0.0
WK,1116055,1116055,1,0.0
WK,1121062,1121062,1,0.0
WK,1103051,1103051,1,0.0
PT,1114073,1114060,1,3.8979792816893646
WK,1101070,1101067,1,0.6059919282761079
PT,1123058,1123066,1,3.4046084262494802
WK,1114077,1114061,1,0.9060293305740146
WK,1104055,1104055,1,0.0
PT,1123080,1123072,1,1.5713203349004639
WK,1115062,1115062,1,0.0
PT,1104072,1104057,1,1.0287402873765332
WK,1117056,1119070,1,1.742259669030291
VH,1123078,1123059,1,1.4203601724831372
PT,1115051,1119075,1,3.0650386020012266
WK,1123058,1104068,1,3.359155485149245
VH,1110063,1110063,1,0.0
WK,1121066,1121066,1,0.0
PT,1119054,1119076,1,3.4148478162215934
PT,1101063,1106084,1,5.087309392658336
VH,1103053,1114077,1,1.455944893515939
PT,1114066,1124059,1,18.78025868082097
VH,1108084,1108083,1,1.3737722977161049
VH,1105061,1108083,1,8.214033650873349
WK,1123064,1123064,1,0.0
PT,1101061,1116067,1,14.726092301840856
WK,1104057,1104055,1,1.4122049331554924
PT,1108066,1108082,1,2.490221187148324
PT,1104072,1104056,1,1.6561883663218526
PT,1101061,1106081,1,3.750576761126941
PT,1104055,1124064,1,7.481749342576995
VH,1102068,1114077,1,1.1621272638654274
WK,1119056,1119056,1,0.0
PT,1114071,1114072,1,0.8628445308639197
VH,1113075,1114071,1,1.7216746726658854
WK,1114059,1114075,1,0.6277422841906106
PT,1108081,1110053,1,6.511459666822953
WK,1106073,1106073,1,0.0
PT,1114060,1120063,1,8.654836685059614
PT,1117054,1117061,1,3.293012721035196
PT,1122051,1124053,1,10.754799096368618
WK,1105059,1105056,1,0.9534699799317029
WK,1102052,1113073,1,1.4338714997529631
WK,1123065,1123064,1,0.8706888288710376
PT,1114077,1112068,1,6.879548277708716
WK,1122051,1122053,1,0.9458645851243701
PT,1111078,1114078,1,14.231116550474223
WK,1102055,1102059,1,1.7063807200428465
VH,1105063,1124079,1,4.102143894069578
PT,1120070,1121064,1,1.8515270119831766
PT,1103073,1110060,1,14.00178993607043
WK,1117051,1117051,1,0.0
VH,1107073,1107073,1,0.0
WK,1114070,1114066,1,2.2426527862583123
PT,1119066,1119054,1,2.591812714429762
VH,1122055,1123052,1,1.3470592774300592
VH,1110057,1110055,1,1.782083363755187
WK,1115069,1115051,1,1.3697346355705562
VH,1122056,1122053,1,3.0883974708952118
PT,1119072,1120053,1,4.960650406812265
WK,1119062,1119061,1,1.836585978916816
VH,1106081,1106081,1,0.0
VH,1123074,1122067,1,5.743420840768796
WK,1117064,1117072,1,0.9800930286947995
PT,1112056,1112051,1,2.475018158432528
PT,1114075,1114073,1,5.244526202897018
PT,1107064,1123064,1,13.213159970473916
WK,1114063,1114063,1,0.0
PT,1104067,1102054,1,7.286045099736045
WK,1122052,1122052,1,0.0
PT,1115052,1115053,1,0.7863762737641149
WK,1112072,1112072,1,0.0
WK,1101060,1101054,1,0.7664450102907066
PT,1124067,1105067,1,7.257875199284638
VH,1101053,1104070,1,7.921644232140229
VH,1118051,1118058,1,4.296831336808327
PT,1104055,1108077,1,6.053182404645462
PT,1118060,1118059,1,2.219674870358509
VH,1102055,1101061,1,1.3479716201232268
PT,1119074,1119063,1,1.449844956026552
WK,1113076,1113076,1,0.0
PT,1102060,1112060,1,7.056520955557842
PT,1104066,1122053,1,7.698279573564608
WK,1103070,1103070,1,0.0
VH,1120053,1120072,1,1.6779680159861448
PT,1101057,1113052,1,0.7437504596443467
PT,1109069,1102054,1,8.14916458630823
WK,1111073,1111073,1,0.0
WK,1114074,1114074,1,0.0
WK,1110057,1110054,1,1.0110112570675724
PT,1101058,1101071,1,4.990472130331774
PT,1124052,1125071,1,3.293162471933708
WK,1106082,1106082,1,0.0
WK,1125055,1125055,1,0.0
WK,1114069,1114069,1,0.0
PT,1113070,1106081,1,9.780679066516642
WK,1106089,1106089,1,0.0
WK,1124062,1124062,1,0.0
PT,1112058,1112068,1,3.8546950002601643
WK,1102069,1102071,1,1.796369073918361
PT,1121066,1121073,1,2.377305398031281
PT,1122063,1119054,1,8.097272255575323
PT,1105058,1108072,1,6.166056136917923
PT,1121083,1121082,1,2.1374014579027887
PT,1112065,1112057,1,1.3462500730247569
WK,1104057,1104056,1,0.6337354600074505
VH,1122053,1120063,1,2.9099560257532584
WK,1123079,1123063,1,1.0230734105714439
PT,1109072,1108083,1,2.781300872685081
WK,1115059,1115063,1,1.3698051596563765
WK,1124075,1124075,1,0.0
PT,1112067,1112068,1,0.9864938056376821
WK,1123072,1123073,1,1.2896283729369167
PT,1124061,1105065,1,3.431330643072337
PT,1122053,1114070,1,12.824496960101351
VH,1116070,1116070,1,0.0
VH,1124071,1124071,1,0.0
WK,1103074,1102054,1,3.384999566615473
WK,1122057,1122057,1,0.0
PT,1116073,1117056,1,5.481549309318146
VH,1123078,1123060,1,3.5428739094676955
VH,1101061,1125074,1,14.316758653781452
PT,1120073,1120068,1,4.27624976762034
PT,1123064,1105067,1,4.436869836666416
WK,1102067,1102069,1,0.6865978120853742
WK,1115052,1115052,1,0.0
VH,1114066,1114066,1,0.0
WK,1106086,1106086,1,0.0
WK,1120071,1120071,1,0.0
WK,1106091,1106091,1,0.0
WK,1108084,1108084,1,0.0
PT,1124071,1108064,1,14.205985296529244
WK,1123079,1123063,1,1.0230734105714439
VH,1110057,1110065,1,2.9605674824900228
PT,1114076,1114069,1,2.326254627513669
WK,1118054,1118054,1,0.0
PT,1108078,1116053,1,18.85570157821586
WK,1107064,1107064,1,0.0
WK,1125067,1124059,1,1.280158328068565
VH,1123065,1123064,1,0.8706888288710376
VH,1111064,1111079,1,3.950611772042811
PT,1114075,1120073,1,4.988752571116766
PT,1124069,1124063,1,2.8573687743749043
PT,1124079,1101053,1,11.450440048138212
PT,1110055,1124080,1,17.419273350832757
WK,1123071,1122067,1,2.789754372007277
WK,1123058,1123058,1,0.0
WK,1112059,1112073,1,1.338094942430508
PT,1120056,1120070,1,1.7317347255342097
PT,1104070,1104065,1,2.50085636813256
VH,1108060,1108085,1,3.8005185643926125
WK,1112057,1112057,1,0.0
PT,1115072,1114068,1,5.112159622866013
VH,1123077,1108085,1,9.013205297328994
PT,1117055,1117056,1,1.1767134435023425
PT,1102057,1114066,1,6.430165267251352
PT,1103053,1103063,1,3.1026917519747244
PT,1120055,1120053,1,1.778848324840512
WK,1107065,1107065,1,0.0
VH,1106088,1106087,1,1.1152354570569756
VH,1112071,1112071,1,0.0
PT,1114070,1119056,1,2.7803299602056373
PT,1123058,1122054,1,4.024443358057852
PT,1103051,1102055,1,1.5689542579069395
VH,1125063,1125074,1,1.120746090566637
WK,1119054,1119054,1,0.0
VH,1123074,1122067,1,5.743420840768796
PT,1107069,1105056,1,6.244394447179874
WK,1123064,1123064,1,0.0
WK,1114074,1114074,1,0.0
WK,1110063,1110062,1,0.7821494739741017
PT,1117067,1117069,1,1.3808314655934686
PT,1105057,1123072,1,9.508093785348525
PT,1109070,1111074,1,4.4530657373078
PT,1115062,1115052,1,4.16883598872598
WK,1113073,1113074,1,0.5660181319943982
PT,1123075,1109060,1,17.866937824063257
WK,1117061,1117061,1,0.0
VH,1102069,1102071,1,1.796369073918361
PT,1115072,1119061,1,2.602029211793243
PT,1120071,1120071,1,0.0
WK,1107070,1107069,1,1.1539495961435757
PT,1123064,1120073,1,5.3276225847964325
WK,1103057,1103072,1,1.4227389550560707
VH,1110064,1110064,1,0.0
PT,1113073,1110062,1,12.809224581357105
WK,1113064,1113062,1,1.278321712455603
VH,1108060,1101053,1,5.245219535268158
PT,1119061,1119056,1,1.7257339724220417
PT,1117069,1117069,1,0.0
WK,1103066,1103051,1,1.3723039476747576
WK,1103073,1103073,1,0.0
WK,1111076,1111076,1,0.0
WK,1109075,1109064,1,1.6177671845447377
WK,1105057,1105058,1,1.1838510034331542
WK,1105054,1105054,1,0.0
WK,1108071,1108084,1,1.2124075166897943
WK,1123051,1123051,1,0.0
WK,1123065,1123059,1,1.5218050983850024
PT,1125053,1125063,1,1.6379092616965978
WK,1117064,1117061,1,1.0781961288122628
WK,1116054,1116054,1,0.0
PT,1107070,1107064,1,0.8647368809613725
WK,1109072,1109061,1,1.529979974275315
PT,1111066,1111059,1,2.4168746744540064
WK,1101064,1101061,1,1.2823170768578167
WK,1105066,1105067,1,0.6995923088868164
PT,1102055,1118052,1,13.704128665768643
WK,1109071,1109071,1,0.0
PT,1101073,1111056,1,9.81873244496346
WK,1105053,1105066,1,1.3023931337376435
WK,1110062,1110062,1,0.0
PT,1119054,1110065,1,20.10596028247987
WK,1106073,1106073,1,0.0
WK,1114066,1114068,1,1.3821514036828835
WK,1111059,1111058,1,0.9745501476332977
VH,1111053,1111059,1,1.132365850554925
WK,1116051,1116051,1,0.0
WK,1110054,1110052,1,0.604337547391552
VH,1115051,1115066,1,3.598210280216729
WK,1111061,1111060,1,1.0994961693020862
WK,1122055,1122055,1,0.0
WK,1110062,1110060,1,1.6630746350814034
WK,1124069,1124069,1,0.0
WK,1104070,1104070,1,0.0
VH,1123064,1123053,1,1.5932459287947989
WK,1122067,1122064,1,4.958930399931927
WK,1112057,1112057,1,0.0
WK,1111079,1111079,1,0.0
WK,1113076,1113076,1,0.0
WK,1124079,1124079,1,0.0
VH,1124075,1124080,1,1.4851451378658658
WK,1105067,1123078,1,1.5651244062099532
VH,1117064,1117064,1,0.0
WK,1119056,1119062,1,1.205857184581446
PT,1113052,1102054,1,2.3418354312279415
PT,1104055,1123076,1,10.97526440889562
VH,1108082,1108082,1,0.0
PT,1106089,1106091,1,3.018513155044875
PT,1106082,1119054,1,11.510812255168542
WK,1122067,1122067,1,0.0
PT,1116051,1116051,1,0.0
PT,1123074,1123078,1,4.11140772858808
WK,1114073,1114066,1,2.2304919631512785
VH,1114075,1114077,1,1.6555992559707873
WK,1114071,1114071,1,0.0
VH,1121073,1119067,1,6.512526308442736
VH,1113075,1116053,1,7.415749828496419
PT,1111059,1111077,1,1.6019290292274004
PT,1119062,1105066,1,15.640033790733408
VH,1102052,1112051,1,5.7360320351283605
WK,1112057,1112058,1,1.3674808407341772
VH,1110052,1110063,1,0.5416117454408027
PT,1101063,1101070,1,1.2066632625517386
VH,1123064,1108071,1,11.896945936175614
PT,1117056,1105067,1,15.860145937229264
WK,1114066,1114072,1,1.1343022979179762
PT,1119061,1115070,1,2.5818412774017174
PT,1123064,1105054,1,6.708397752781241
PT,1121064,1121057,1,2.3983679114062832
VH,1121061,1121081,1,3.0173742494397953
VH,1123052,1122062,1,4.013272432673229
WK,1109065,1109063,1,1.7457885924361973
PT,1118051,1118057,1,3.0062240084426537
VH,1103063,1122059,1,2.9286657257054096
PT,1106089,1101073,1,5.621401554049956
VH,1123060,1123079,1,1.0344672521544371
PT,1108060,1111053,1,5.315928287494443
WK,1122067,1123071,1,2.789754372007277
WK,1119062,1119061,1,1.836585978916816
PT,1108072,1111065,1,9.067177902251949
VH,1113073,1125073,1,14.629545499917807
PT,1114073,1123064,1,13.940002747616756
VH,1118051,1120072,1,6.992160747748225
PT,1119061,1114068,1,3.091962515926642
PT,1116071,1116065,1,4.676210112010654
WK,1114069,1114070,1,0.6285274984271849
VH,1124063,1124063,1,0.0
WK,1114078,1114078,1,0.0
WK,1124057,1124058,1,0.84296163118823
WK,1105056,1105055,1,0.6979737799638944
VH,1111078,1111076,1,3.8528892709806466
PT,1106090,1106081,1,4.333801272623199
PT,1108061,1111051,1,5.571328454797555
VH,1103073,1102060,1,4.870308287184657
WK,1102069,1102070,1,1.3207354365475694
VH,1112067,1114074,1,2.5712822942211644
VH,1101061,1101064,1,1.2823170768578167
PT,1121081,1117052,1,4.739345685875125
WK,1106082,1106082,1,0.0
WK,1101067,1101071,1,0.6260117490554293
WK,1116070,1116071,1,2.0405096975659425
WK,1122065,1122061,1,0.6373188163436113
VH,1118051,1115051,1,5.686215320182895
VH,1108062,1108066,1,0.6038522497783502
VH,1119074,1114078,1,5.212711543593487
PT,1103073,1113074,1,3.515408321400811
WK,1124053,1124053,1,0.0
WK,1123072,1123072,1,0.0
PT,1102057,1112074,1,8.778731730028351
PT,1114078,1112068,1,6.343520772945519
VH,1108084,1106082,1,1.5472828462143262
PT,1113062,1123052,1,10.550685093432532
PT,1103074,1119073,1,8.864955275295054
PT,1119071,1123065,1,12.764224985586901
WK,1106090,1106090,1,0.0
VH,1118055,1118055,1,0.0
VH,1116055,1116054,1,2.061274749605129
VH,1121061,1121073,1,3.413003651459422
WK,1107064,1107064,1,0.0
PT,1111052,1111051,1,1.5118586870513673
VH,1104059,1123077,1,2.7062036124989586
PT,1118060,1117054,1,3.0262042446324036
VH,1105063,1102052,1,11.6418293023325
PT,1109062,1110063,1,3.5114477325959994
PT,1113075,1124080,1,14.611749164668597
WK,1124079,1124079,1,0.0
VH,1108071,1111060,1,6.236930562199133
PT,1101071,1101073,1,2.4964695785673845
WK,1114063,1114063,1,0.0
PT,1108071,1109071,1,1.1359725216377279
PT,1101070,1108077,1,4.957935477500472
PT,1123052,1105066,1,4.514428529063604
WK,1112065,1112065,1,0.0
